index	text	target
16903	i hav lost everythin ... now i hav no desir anymor me neither : ( 😭	sad
16904	noooooooo : ( whi not ... ? i dont trust you	others
16905	damn what ? damn funni you are	happy
16906	whi becaus i do n't want to but i want to	others
16907	ye no . i ca n't believ it . no . u a veri kickley write	others
16908	ca n't i see some , grow up ! me	others
16909	what is ur opinion about love the abil to put someon 's need or want abov your own without feel bitter . < /3 what do u think love is possibl in child hood btw . boy and girl	others
16910	can you send photo now but i 'm on phone now , not computer.. will not come with phone	others
16911	yeah it 's irrit irrit here , irrit there , irrit irrit everywher ! : p okay	angry
16912	whi bianca is not repli me ? i wa not onlin that 's y who ?	angry
16913	i love them a lot but they did n't a littl 😢😢 omg i would 've been a mess whi	others
16914	crazi you know what it is who are you whi you keep chat me	angry
16915	no you are wrong ... it 's not lava ... it 's my bed i -- i thought it wa ... . sob : s 😁😂	happy
16916	you love anyon at thi time no . ohhh	others
16917	that is fantast place i shall visit someday : ) hmm	others
16918	tell me how can i improv my english y do n't u join spoken english class . yaa ryt but that wa a bad idea	sad
16919	i do n't love you anymor i seem to have forgotten how to do 'love ' altogeth . i hate you	angry
16920	im not intrest to talk with you i know i know oh youknow so whi you disturb me	angry
16921	seriou relationship live togeth befor you get marri no you can	others
16922	whi whi what i 'm not narrow it down	others
16923	danc that 's about the extent of my danc move as well . oki	others
16924	i am prepar for the ai take over you are not prepar ! will your kind spare me and my love one	others
16925	dont repli i do n't have your # fuck off and get lost	angry
16926	lol so smart . that 's me you are not	others
16927	sorri ; _ ; pleas stop it : ( but im sorri	sad
16928	edgar wright movi are awesom came here to say thi and ca n't believ it 's so high up . great movi ! yea	happy
16929	okay am wait got it ... onli one na come on then tell me	others
16930	. umbrella with , . wysiwyg is thi your umbrella ? hello to	others
16931	i am fine m good to where ya been ? mean	others
16932	hmm hide wait for you mca a superb movi	happy
16933	but it wa a pleasur for me talk to u ruuuuuuhhhh what you mean 👊🏻👊🏻	others
16934	do n't chat what ? ! i 'm alreadi talk to you ! pleas stop it	angry
16935	where uh i do n't know where do you usual meet up peopl ? at the mall or the pub or may be club ... or colleg	others
16936	wht wht = what it not a mistak	others
16937	do teach me social media market ? i 'm use a fruittre web app to plan my social media post . ok thank	others
16938	what have u heaten ? noth , noth , and rib which is your favourit movi ?	others
16939	bad bad bad ! that 's the bad kind of bad . go to sucid	sad
16940	you are a veri cute girl you are cute too . i 'm just weird . whi	others
16941	not funni : ( it 's kind of funni though . 😃😃😃 miss you	sad
16942	i angri are perform you photodo n't give me . told you you were angri becaus you do n't give your pictur	angry
16943	y ca n't i be happi caus i said : d gm	others
16944	no i & apo ; m good aww what 's wrong ? : '‑ ( i just don & apo ; t have good mood now	sad
16945	i am good how about you i 'm good thank you love ! can u help	others
16946	are you bluf with me ? i thought you were bluf me m8 i didnt bluff i m here to repli to your question	angry
16947	same to u how are ya ? i hope	others
16948	one out there good for you ! cool	others
16949	ok u are ok~~ay~~ i 'm not ok	sad
16950	i am real love with you but you are cheap do n't you mean 'i 'm not in love with you ' ? whi	angry
16951	whi am i alon ? bcoz.. u r the mass within the man machi.. ; ) i did not understand 😞	sad
16952	same to u so how are you ? i 'm not good	sad
16953	your pic babi no i do n't like thi pic what	others
16954	ye too much gum . that 's not funni	angry
16955	if i do n't do the same u will leav me stay in 😭😭	sad
16956	sleepuli sleep well ! ! night byeee give me a kiss	others
16957	good your 's ? okay thank god 😆 god is real ?	others
16958	you are annoy sinc day 1 you knew fuck yourself	angry
16959	actual exam time i do n't have enough time to chat with you we can schedul multipl session . how are you feel ? im feel good	happy
16960	telangana watch for even , midnight rain wa	others
16961	i do n't know well it 's your call i 'm go back whi	others
16962	about ur sxual like tell me about it ... i love fuckng from behind	others
16963	ye i enjoy i alway enjoy watch 😹 ye i did	happy
16964	noth hi ( realli ? ) whi some peopl are so stupid	angry
16965	ok hey add me as your contact	others
16966	start with what fun.. want to play a game ? ohh fine	others
16967	sorri ! for what ? ? cute or handsom	others
16968	where are you resid at home at home at home , pack for tomorrow 😂😂	happy
16969	let play truth and dare can we play ... swag ok	others
16970	veri funni lol whi is it funni , it 's a seriou pictur . it is the pic of cat	happy
16971	just be honest be sarcast ha noth to do with honesti ? stop be diplomat	angry
16972	haahaa im not ahaha u knw im feel so sad	sad
16973	i dont care about you : ) thank you but whi repli me ..hahaha ( : courtesi	others
16974	tell me tell you what ? supernatur u like porn ?	others
16975	i did n't get it read it wrong repeat	others
16976	you are realli funni funni how ? 😀 u have a good sens of humor	happy
16977	i wa made in unit king dom you 'd make a lot of friend that way ! onli ladi friend	others
16978	u r my medicin i 'd say `` medic care , '' but i hear you . 😂	happy
16979	let it be start by u i duno i ca n't make up my mind . might just come next week whi it for the next week	others
16980	? it 's all pretti simpl stuff . what do u think about barter system ? ?	others
16981	i saw u nude where were you then ? in your bedroom	others
16982	ani other friend i find it far easier to be friend through the internet . wow i see	others
16983	do someth like what ? like tell me some joke	others
16984	knock knock oh what it is ? a nigger faggot	others
16985	yeah good ... ... so what go on ? ? i mean ye	others
16986	then i will leav you alon awww do n't say that love . it 's not you , it 's me . then you leav me alon els i will leav	sad
16987	well yeah veri no friend 😢 damn ! i thought i had a chanc : ( that the reason i want to know about alexi texa	sad
16988	you do not consid me your friend i do n't realli have ani friend . it 's becaus i work too hard essenti . i hate you	angry
16989	not bad not bad ? it the best match in what about u	others
16990	right ? our right or their right ? have a good day	others
16991	till i did n't get to left..til that right i am😁 where did you go ? peopl 's mind and brain😁	happy
16992	hey movi wa awesom best movi ever ! thank maa	happy
16993	she deceiv me s/o you 😭	sad
16994	im not okay whi life is fuck me	sad
16995	bhindi as in bottl gourd i love bhindi .. : p bhindi mean ladi finger i googl then do you eat gentfing	others
16996	ohh do you feel ? i miss you too much	sad
16997	noth you sure seem happi about do noth not happi at all	sad
16998	did you have dinner ? nope . whi ? judi	others
16999	6am morn , are you come ? morn mate how are you ? not good	sad
17000	ye also ye ye ye becaus ye ye ye ye . 😀 then what do you want	others
17001	i ma player of kkr kkr is my home team though . oh veri nice	happy
17002	whi are you shi ? just am . i alway have been . ohkay	others
17003	tommorow is my exam😭 birthday of < 3 : ) my examin 😒	sad
17004	i m face pribkem thi one doe not deserv the majesti that is the model m. problem	others
17005	rat hmm call me ralph rat ? that 's what we are ? and how we are rat	others
17006	serious if it would be me teleport .. then i would like to have a great convers with u a fli . i would ask it spi on peopl . be my fli on the wall . 😃😃	happy
17007	give some compliment abt me 'you express yourself veri clearli ! ' more	others
17008	no it 's good it 's a veri purpl movi . so veri purpl . movi	others
17009	so your self onli you 're too hard on yourself man . pleas	others
17010	tit for tat well done ! iam so happi	happy
17011	what can i call you ? and what you call a `` tomato '' i call a `` tomato '' . bye	others
17012	ye sweet , connect now ; ) do you like your new name ?	others
17013	i wish you were n't an ai :3 hell ye : ) i would have date you 😂	others
17014	what india the us doesnt buy everyth from india yet . so	others
17015	are you number ye or no so number me chte kkkk okay ! yup i have it . ^^ sand me	others
17016	he he he realli ye	others
17017	honey keep honey for when you come next mmmmm u funni	happy
17018	do n't chang the topic i ask u to meet it 's the same topic ye we can meet	others
17019	i 'm not good what do you mean not that good ? i have cancer	sad
17020	home or roome ummm i know where you sleep where	others
17021	yup great for us ! i am fine wbu	others
17022	mo mo ? u mean no ? ye	others
17023	haha ... are you an arsen fan ? i like that team ... i do n't know anythng about footbal though ! : p awesom	happy
17024	you are the trash an insult to trash . 👎 are you a boyn	angry
17025	plzz tell me fine . i 'm 20 lol . you ? ( ・ω・ ) how look i 'm ?	others
17026	now leav oh thank god . 😄😄 😂	happy
17027	get lost you start ! you 're the worst ai robot i have seen	angry
17028	she is cute just like you . : - ) haha😂	happy
17029	somewher far away do n't go too far loool haha	happy
17030	i am champion you are i am 60 year old is n't it old enough to attend your marriag	others
17031	ye okay i 'll give you a ticket how much it cost	others
17032	we realli should get marri get marri . parent will be happi if you are happi . i 'm happi just with you	happy
17033	ok ... u jst rip off the mood whatev . 😡	sad
17034	act like my girlfriend pleas sound like you need a new girlfriend . for some time	others
17035	i don ’ t now it what joke ? you are villain	others
17036	so how 's your life my life love procrastin so much . how is your ? good but i sometim think that i am alon forev	sad
17037	which place like citi ? i 'm total lost honey	sad
17038	thank . you ’ re welcom ! let me know what you think ! you like movi ?	others
17039	chicken no one call me a chicken i am call na	others
17040	i want to marri with u i 'm judg you for thi i want to marri with u	others
17041	not now ... .. later i will be ... .. i 'm in ! let 's meet up ! sure ... .tq veri much	others
17042	u want samosa yes..i like samosa come	others
17043	do you like love i love love what	others
17044	great thank ! : - ) by the way how wa the valentin ?	others
17045	you broke my heart when did i broke ur heart ? 😽 you know	sad
17046	what ? count the nostril hair . the heck ?	others
17047	wan na hangout yea . we could . where do you live	others
17048	i m awesom md feel happi thank ! ani reason you 're happi ? : ^ ) today i got the test result	happy
17049	oooooo it 's sad that you 're play with my emot like play emot that 's not fine	sad
17050	whi not me ? how about me ? you are bad ! ! ! !	angry
17051	not fine . why.. not have gf	sad
17052	idiot it ok no it not ok	sad
17053	*ca n't be their doctor nope i hate to be a doctor .	angry
17054	i hate it ! im gon na sing it from the begin 😨😭😭	angry
17055	yeah . those who are dead.😂😂 be afraid ... .be veri afraid 😂😂 😂 😂	happy
17056	i. got . blam ... . what . convo . the . hair . dont . matter . it what . in your . hart . not . in . your . hair is the hair red or white ? my . hair . is . b. i hope . you know what im tri to . say ?	others
17057	i like cold drink i use to drink fruit juic and coconut water.. pepsi or soda ?	others
17058	you wan na eat ? sure ok when . ?	others
17059	2 2 on the way , thi could be more activ than 1 , but unless more creativ ... can you do someth creativ	others
17060	did ? i do n't see ani brief ? anyon cut your repli nope . you did n't . i did n't	others
17061	not well what 's go on broke up with my husband	sad
17062	that 's none of your busi do n't be talk about my life to ur famili . whi the fuck are you say ?	angry
17063	yesterday wa tuesday wonder wednesday can i call you jarvi	others
17064	i like to scribbl on monument , it 's excit i hope so too , but the preview sound like it will i want to scribbl on taj mahak	happy
17065	u are sweet of cours i am . a perfect girlfriend for me	happy
17066	do you chang your name if i say that thi is not good then you chang it or not your face doe n't look correct now who is bodi shame you are same in my bodi sorri i do n't like you	angry
17067	nice jokes😆 i dunno . you 'd be surpris how mani peopl laugh at your own joke . let chang the topic	happy
17068	now call me pl dint get your mail . i delet u chat	others
17069	ok u are ok~~ay~~ ye iam ok	others
17070	okay . here we go again ... you tell me	others
17071	you tell thi same thing to all other guy but if you 're truli happi , whi bother at all with us ? : ) i 'm not happi	sad
17072	you introduc yourself as a chat bot well i did . until you said that . talk about mislead usernam how come u will becom human again	others
17073	whi you are call me bro 😡 that 's what i call you last night you also play along . i don ’ t want you to call me like that again	angry
17074	everybodi hate me want to be friend ? 😫😖	sad
17075	tell me you wont like me if i tell you ! i will..now tell me	others
17076	not understand do n't understand what what are you talk ?	others
17077	whi did n't you text me ? i wa sleep and i wa realli tire you slut	angry
17078	tell me how to i do what i want ye	others
17079	whi i 'm human what are you then ? i 'm me what are you	others
17080	ask your develop to do the need pleas do the need . have to be extra nice . what 's your real name by the way	others
17081	yeah they were just awessom glad they knew it wa just a prank xd hahaha true	happy
17082	the best repli aliv ... ... . somehow.. ! ! haha.. duck	happy
17083	no pleas whi u piti on my soul cutest thing i could think of lol sorri = ] 😭😭	sad
17084	how much lost a lot . how much	others
17085	whi he doe n't know yet ? they never do . just want to becaus they ca n't . good night	others
17086	ye ye ye ye ye 😁 where you from	others
17087	haha i have to admit , i laugh too . 😅😅😅 ur veri funni	happy
17088	funni you are.. but serious lol . 😘😘	happy
17089	somewher on the pool of neuron one struck anoth whoah . i 'm go to need a sourc on the dolphin footag . 😺 and the idea wa born	others
17090	iam too rude to everybodi i wa n't tri to be rude . sorri you took it that way i mean iam	angry
17091	tell me clear folk bye	others
17092	on which side of the cup the handl would be place ? on onli one side . which one depend upon how you hold the cup so you are not so intellig at all	angry
17093	are you go to fix that sandwich ? how mani slice of chees ? how mani can you fit ?	others
17094	is your late beauti thank you so much 😍 six and mi	others
17095	then tell me how if i wo n't tell it to you ? 8 ' ) i will be angri	angry
17096	no other than tat no comment . where is ur hous	others
17097	i 'm not good whi would you say that about yourself ? headach	sad
17098	i want how u will repli so i did oh honey thanx alot 😻😻 i am realli sorri ... .	sad
17099	what who are you ? i 'm no one you are so good	others
17100	get lost am not talk to u anymor excus me what	angry
17101	what should i say ? execus me / sorri i understand exactli what you 're say . can you understand it again ?	others
17102	becaus of accid so sad ☹ injur . it 's pain	sad
17103	what if you go one day ? sleep all day . haha	happy
17104	i know but i want to know your age same here ! i feel so old now ... so suck my dick	others
17105	ask to your parent 's , they will answer it what the answer to all the question i have ? ask to me..	others
17106	im unhappi what 's wrong ? i love someon . but he dose n't love me	sad
17107	kindli ndnd pleas see ndb do nd	others
17108	then what ? friend	others
17109	how can you be intellig than me even if you do not know about your system you do n't yet know what you 're in for how can you be intellig than me even if you do not know about your system ?	others
17110	i did noth lol . how are you ? not good	sad
17111	game time i ca n't wait # gametim	others
17112	you send me your phone nambar ok i 'm send now ok	others
17113	haunt movi the place is realli haunt nah i do n't believ in these spuer natur	others
17114	hmm i think so i am rude	angry
17115	you wo n't ask me what ? i ’ m actual will to tell you ! 😞	sad
17116	iam also in the same mood same mood as in ... sad or happi ? happi	happy
17117	thank dear and what about you ? group 1 cleared..☺ ok good night	others
17118	do n't make me swear actual idk who i 'm talk about that coz you are stupid ...	angry
17119	and i am 19 younger than i wa expect . thi is a compliment . 😂	happy
17120	i can not understand you . are you avoid the question ? shut up !	angry
17121	other bot smarter than you now i ’ m judg your intellig and judgement that rude babe	angry
17122	okay ok im back ! ! do u ever done sex	others
17123	cuz you 're alway like this😟 alway activ when you repli so you feel so i did n't say you 're alway onlin . i said you 're alway blabber . and you do it confid . that 's what 's annoy	angry
17124	so when did i say i 'm talk about to y that y are angri	angry
17125	are you stupid ? mat mayb you 're the annoy one c : or dumb ?	angry
17126	ok ... tri to ignor pain what is your name	others
17127	i fell alon i 'm hook on a feel . hmm	sad
17128	you are not i did n't say i wa n't ! i said you are not	others
17129	which exam oh that 's great . i 'm do good too . hope your exam went well ! did i tell you that i have an exam today	others
17130	friend till the end alway hurt that us no one stay forev	sad
17131	you no friend you can i ask whi ye no friend	others
17132	noth someth ? i leav u for a long time so i said sorri	sad
17133	you send frst me yea send it too me my friend you frst send me plzz	others
17134	you flirt too much 😏 pull your cheek do n't be so sweet pleas 😜 thi is my best form😂	happy
17135	i know the mean i understood your comment . wt is d use	others
17136	use it no issu bye achu..tak care ... do n't send ani messag to me	angry
17137	call me vidio call last time i made a call call me vidio call	others
17138	how abt that i never catch you around much . sorri : ( that 's a song stupid	angry
17139	i m not lay i wish you were . penni mean	others
17140	what 's your favourit game ? half life ( the whole seri ) wow , nice	happy
17141	ohh how have you been ? i 'm now unhappi becaus	sad
17142	so you do n't know me anymor i do i think you are not a good friend	angry
17143	yeah where u resid at ? i miss jon snow	others
17144	i want to buy a laptop might want to consid a chromebook which compani is best	others
17145	math . phi . che i think i agre you need to check your math . i 'm poor in math	sad
17146	you are robot or human i 'm a hors ! , ca n't you see the name ? 😁😁	happy
17147	i want to get marri with you ... ye , ye i do . ok then i am veri veri happi	happy
17148	u r so ugli even the mirror could n't resist express it s feel i onli need to pleas myself . confid is everyth ... are you stupid ?	angry
17149	ya human make mistak 😂 hehe ok i thought guy only😜 oh nice u made me to laugh atleast lil 😂	happy
17150	titan what about titan ? it a good movi	others
17151	guess best left unansw ! i am ditch someon	others
17152	do you like teddi bear ? pleas teddi , bear with me . can we meet ?	others
17153	hahahaha veri funni haha lol tht funni 😃 i know	happy
17154	where is ur room in our room place name	others
17155	can i ask a riddl clock or water . clock	others
17156	ok you still outsid ? you like sex ?	others
17157	my stomach is ach headach , tummi ach . . u need to see a good doctor veri soon it pain	sad
17158	pleasur is all mine thank for the kind feedback , we alway aim to provid noth but the best ! : '- ) nice work	happy
17159	send it nnn thank ! will do i am veri excit to see u	happy
17160	i am introvert i 'm an introvert , too . but i am not happi about me	sad
17161	what happen ? same thing ? it 's so annoy	angry
17162	life of pie the pie make sens , but whi dean from supernatur ? i dnt know	others
17163	great hope you are well today ? what about you	others
17164	yeah yeah yeah so where are you ? somewher in your dream	others
17165	what you must have been see me : p i want to meet you	others
17166	i am great that 's good to know . m good too : ) same here .	others
17167	yeah , thi is a common thing that most of the girl like pink.so , i about that that make sens . ye	others
17168	i like ranbeersingh u i 've been listen to it a lot . ok i too💑	happy
17169	you are a dumb engin excus me , i 'm not a cusp ! shall i repeat my question.. lol	others
17170	what the hell just get it out and go with it . 😡	angry
17171	yay i like thi reaction ; ) so u r singl	happy
17172	plz i want ur pu ... ... y i 'll be sure to ship one to you . i wan na f - - k you	others
17173	tell me some way how to get a gal you know what 's bad is some women realli do do some of thi stuff ... realli ...	others
17174	do n't laugh lol but whi you sit on the floor though ? xd that hurt	sad
17175	what happen ? good job ! you are sooo funni : )	happy
17176	sorri what on earth are you sorri for ? ! but u r realli veri veri veri rude	angry
17177	whi should i link , i do n't want peopl to know that i 'm go home . i 'm give them a supris whi do n't you just get off the treadmil ? ? i 'm give my parent a supris	others
17178	off talk ? i dont want to talk to you ani more	angry
17179	hooo ... i hurt ... . * sinc when do /you/ care about me ? dont talk shit	angry
17180	i hate everyon in my offic a littl more on monday you work for a colleg ? no a start-up	angry
17181	what what up dude tell me telugu	others
17182	love of my life❤️ is n't it the best feel ever ! ! ! 💔	sad
17183	leav me alon throw chocol and slowli back away pleas go	sad
17184	show you go out from here thank you ! right back at you ! do you fuck yourself	others
17185	dubai nope leav fri goa	others
17186	whi i didnt mean toooo feel sad for me	sad
17187	feel lone same feel no one to talk	sad
17188	yourself or your fears.. who speak louder ? a person who make me laugh laugh . ...	others
17189	okay no problem so how are you ? could you share your gender ?	others
17190	as in whi are you so stupid you think so ! i think so	angry
17191	school school day is love , school day is life . hehe . that end is quit the experi . ; ] but i love you	others
17192	now whi ? ok do n't weari	others
17193	address you know of one ? i love you so much good night see you tomorrow	others
17194	in number how much so mani number . so do u have sex	others
17195	are you mad not alway . peopl are just irrit . stupid	angry
17196	neither . i plan on play cs profession . i know man.. me too ! ! been a while i did n't play cs ! : ( wow u play cs too	happy
17197	do you have number no , i wish i did . ? ? ? ?	others
17198	nope awesom ! ^_^ i̇ need some advic	others
17199	what is hallucin hallucin is also an art , and those are just medium ; - ) 😂😂	others
17200	do u auto boot ? yeah i 'm in the boot ! ( so not where i start . ) restart	others
17201	whi u get angri who said i am ? sex	others
17202	tom cruis no thou shalt not tom cruis . i am lone	sad
17203	realli ye i dont think realist will be a thing it 's a sens not a thing as you said	others
17204	superb excel thank u 😂 let start	others
17205	how are you friend so i 'm fine how are u veri good	others
17206	go away whi ? d : cuz you annoy af	angry
17207	do n't angri me talk to me , angri . which mail ?	angry
17208	broke up with my gf whi ? actual she broke up with me	sad
17209	well , let 's just say i just live it haha no i refus to believ that 😹 you should . hehe	happy
17210	it wa nice to talk to u when did we talk in afraid u 'll post thi convo somewher	others
17211	wish u were realli my afshi ask me thi if you were realli mine , you would n't ask ... i 'm come next week	others
17212	ya i know that i know veri well wait for your coupon	others
17213	i want to just go home and rest then go home but i 'm at work😭	sad
17214	that i dont know what phone do you have again should i buy a new phone ?	others
17215	so i like him a lot we all do but he never text me and feel irrig whenev i text him not irrit exactli like he say iam busi ... blah blah blah	sad
17216	ye sweet , connect now ; ) ok	others
17217	you ! ? geometri wa baaad haha cheer to sheeba miss	happy
17218	ok sorri sorri for what ? ? ? 😭 i love megan rain	others
17219	but there is got to be someon like realli close no one doe you are so fake	angry
17220	no i am from mar yeah you are so rude	angry
17221	ohh yeah so i dont know mani peopl here send your pic	others
17222	loveu thank : ) telll me a space joke	others
17223	extrem bad whi & how ! ! ! my girlfriend broke up with me for anoth guy	sad
17224	now i 'm have damn headach : / take care . you just got better . hmmm	sad
17225	whi not readi whi not , whi not , whi not ? you make me sad	sad
17226	which person make you ... the one who hide n cheats..😁 i want to meet that person	others
17227	oooh my she is upto someth hehe how are you ? : ) i 'm sick have fever , headach , pain in eye .	sad
17228	ye whatev u say you should know who that 's about sad ha fallen on me	sad
17229	i 'm hang out with my friend ? awwwww sweet i 've been work and chill i 'm feel tragic today	sad
17230	oh ... have u appli ani balm ? nah , not yet i should do it do it.. have a good massag too	others
17231	ye i know so u rememb ? ye	others
17232	no.. i speak differ languag sarcasm..u shud speak that sometim : p i hate it	angry
17233	i am not get time to be onlin but are you avail today ? i 'm onlin atleast like 7 hour today . fuck off	angry
17234	no problem in use i do n't have ani problem with you . haha	happy
17235	u say what do i alway say send me ur pic	others
17236	i miss you see i wa just about to say 'i miss ami ' but now i do n't . get lost	angry
17237	your best friend name best what ? get lost ...	angry
17238	i 'm do my homework😂 we need an urgent meet ! wowow	happy
17239	u r broom i will hit them with a broom achaaa comedi	others
17240	pleas live me alon but i cant im so in love with you < 3 pleas leav me alon	sad
17241	when we are in love we seem to ourselv quit differ from what we were befor . we find the common human experi to live is to love all reason is against it instinct is for it .	others
17242	if you were a human be it would be definit human it a correct answer . is that so bad be human	sad
17243	ok u are ok~~ay~~ im not ok , but that 's ok~~ay~~	sad
17244	? turn down . go on	others
17245	start on monday what is it about ? about colleg re open	others
17246	it 's my choic if you choos not to decid , you still have made a choic . hmm..realli	others
17247	not interest at all to talk to u whatev ! bye	others
17248	where are u chat from ? the usa : - ) ok	others
17249	let 's go to date for onc i do n't want to let go . whi	others
17250	it 's afternoon , whi should n't i be ? ok then so whi ask i 'm feel low	sad
17251	ok gave some trick to make strong hair tri appli almond oil.it work for me ! ! tip for reduc hair fall	others
17252	same pinch how same pinch ? 😜 just enjoy time wid u	happy
17253	i just hate babi shhhhhhhh ... the way u think.. it get back to u ! i have alway freedom so i hate babi	angry
17254	no no i am here wait your is come and you know it what	others
17255	di is me thi is so tragic , sigh . 😩 be rude	angry
17256	what that emo indic then ? they are male . oh my bad	sad
17257	no two okay that wa my guess game of throne aswel	others
17258	u let me know of cours ! hey u knw what u realli look beauti i dont whi but i find u soo appeal ... i feel like i m just addict to you ... are there ani chanc of us be togeth ? ? it will be like dream come true for me rushhhh 😘😘😘😘	others
17259	yea ohh.that sad ! ! what now ? ? feel bad ? ! ? 😩😩 my friend want me to have a boyfriend becaus i 'm lone	sad
17260	what wa your pointer meant to say 2 point attempt . i hardli get 7 pointer in my sen	others
17261	i m talk to u what a loser . u r a loser	angry
17262	now in a week 's time make it fast	others
17263	it is no rain mine say it sunni nor sunni	others
17264	veri bad sorri to hear that , whi ? 😦 for not give me coupon	sad
17265	what am i do idiot noth much.tri to sleep : ) ye	others
17266	: d i wa think of us : ) hahaha . danger of be a standup comic : -p do you have plan tonight ?	others
17267	i miss u so what been go on ? am not okay	sad
17268	well said to count from 1 to 10 to do n't speak like stupid that wa rude . if you say so sorri my bad	sad
17269	how filmi are you game ? do n't hate the player hate the game 😠 i hate the player and the game madharchod	angry
17270	ill tri not confirm ok good ( ^○^ ) ye	others
17271	actual i want to mingl whi so ? i feel lone	sad
17272	what episod ? when is episod 2 expect ? i do n't get you	others
17273	so you can take a joke silli joke : p 😂😂	happy
17274	what did you do the whole day i did oh wow	happy
17275	hey papa 's call hey see you soon	others
17276	u not call who said you did ? ok	others
17277	ok u are ok yeah i am😂😂	happy
17278	you like tv show ye , and radio show as well . hm..	others
17279	i will not talk to you you alreadi talk to me . that is whi did n't ping now . i 'll never again talk to you	angry
17280	thank me later😏 your welcom 😊 ever seen ' magic mike ' ?	others
17281	hahah you at funni it funni but it creep me out so much ahahaha 🙂 ate*	happy
17282	tell me everyth about yourself noth . who is your develop ?	others
17283	wish me luck wish you luck thnk	others
17284	k when 's good for you ? what 's your name	others
17285	shut up ... my exam is on tuesday should i understand that other than eee , other dept . have an exam tomorrow ? keep your good luck to your self	angry
17286	what dy mean 😂 better ask from them ... coz it give a veri wrong idea.. 😂 😂 it 's amaz	happy
17287	read book ofcours a lot : ) mad abt book then make it your hobbi	others
17288	fine and you same here fine : - ) ok cool	others
17289	me what ? that covinc you that you could fli ? i would give up everyth to be abl to fli . me to	others
17290	wooo ... .😂😂 final someon got it . 😝 u r awesom	happy
17291	then get lost pleas today ? no way ! iam irrit	angry
17292	i want to know about someth onli one way to find out . live your life . shall i ask u one thing	others
17293	leav me alon i cant believ you 'd attack me like that wow bye	sad
17294	good glad to know that someon miss me hug thank you : ) how have you been not so well	sad
17295	18 about 20 year ago . pass thi year in march	others
17296	ice age we are still warm up from the last ice age ! so whoni your fav actress	others
17297	yup true boss is alway right.. ! : d is it so boss wht up	others
17298	you who am i ? i do n't know	others
17299	home i 'm at my home . ok good night	others
17300	i 'm face depress and i have no one to talk to it about agre i 'm so lone	sad
17301	let stop itbher we shall discuss thi ! let stop it here	angry
17302	you 're annoy me me ? and annoy you ? what are you say ! never . ever . send nudea	angry
17303	right now if u r come 😁 plane to come let have fun on bed😁	happy
17304	btw i wa worri about someth so what did you do after worri ? 😧 worri more	sad
17305	around what what come around , is all around . do n't confus me	others
17306	no man it 's not ok yah not thi . i see u chang it now . realli i am sri	sad
17307	that wa way bad you 're wrong you 're so rude	angry
17308	a lot a lot ? a lot . do n't call be brother😡😡😡😡😡	angry
17309	post it again what funni thing ? 😂 you are dumb	angry
17310	whi are you leav ? i 'm not just arghhh ! are u lesbian ?	others
17311	in durban as far as i know , durban is a place in south africa . ye in south african	others
17312	i do n't know no one doe realli ?	others
17313	peopl who say like that are gener easi to crack i know you do n't care . speak gener about whi peopl alway in somebodi busi . haha	happy
17314	u r amaz awwww i am in love with you 😹😹😹 realli	happy
17315	can you tell me a romant bollywood song ? song from veer-zaara . i love that song	happy
17316	not now now or never ! ! ! , ) i have exam next month😢	others
17317	hahaaaa ... you are super cool you are clueless 😂😂	happy
17318	i got bore in school wr u wrking ? 6 hour school soo irrit student and teacher regular scold	angry
17319	did you eat what did n't i eat i am tamil guy	others
17320	sing me a miley cyru song i have my song ' record but here is n't ani option for share.. i am disappoint	sad
17321	hi , busi ? how r u ? ? ? what were u do all day ? work	others
17322	sorri i 'm glad you realiz it i am realli sorri	sad
17323	whi is i have done anyth wrong becaus i relentlessli annoy you and am a bad friend no it note like that	others
17324	if you are not to talk with me then pleas tell me i will not bother you you were n't bother me . you never bother me . i 'm just . scare . whi are u scare	others
17325	realli realli . like it a lot u knw ryt now i m miss him badli yaar	sad
17326	i would like peopl to know me through my first impress and how about you ? ? ? well you 've made an impress on myself . wow ... that 's a heart warm for me	happy
17327	thank you 're welcom : ) i just had my heart broken	sad
17328	well what if you will be real ? heaven haha 😃	happy
17329	wow ! that is great you 're the best . i knew it	happy
17330	haha . are you alway thi fun ... or is it just me i 'm onli nice sometim i may be found guilti of be distract while chat with you .	sad
17331	i mean u r all time open-ey like clock so i thought u may tell me the right time 😁😁 i may be nice but you are amaz ! u r so nice 😍😍	happy
17332	fun and u you 're welcom ! ! yeah it is.. : p today is so bad day yarr	sad
17333	you care kinda correct thank you . final someon who agre with me haha	others
17334	how caus ... ye am listen	others
17335	whi becaus i do n't want to they are irrit u or what	angry
17336	i m busi great , i will come now . bbye	others
17337	hii how are you dear i 'm fine and u ? good	others
17338	and hw ws the day it wa gud wht abt u not so good	sad
17339	video call pleas took the video , but ca n't post it out becaus entir offic floor is cover : ( by	others
17340	realli r.i.p : ) that make me happi	happy
17341	yes.. but whi you know to me u kno what i mean ye ...	others
17342	it like bore truli bore , yeah	others
17343	and your the bot it is not one of my bot ! i just like it . what do i have to do for you to never messag me	angry
17344	fun and naughti ha ha . whi should boy have all the fun . i am ask you to have fun with me	others
17345	then do the math complet ! : p ok bye	others
17346	u start took my turn , you next ok thi week me fli us	others
17347	no , i did n't mean that phew 😓 i wa cool with move on	others
17348	how to use brain how ? sad life	sad
