ndex	text	target
33676	i hope it 's who i think it be ^_^	angry
33677	you 're a dumb as bitch	angry
33678	3 idiot	happy
33679	look at the vote ! !	happy
33680	it 's a great movie	happy
33681	ha yes	others
33682	and who would that be	others
33683	what do that mean	others
33684	what	happy
33685	sound wonderful to me !	happy
33686	happy with my name	happy
33687	i dont love you now	angry
33688	i follow you what ya mean ?	angry
33689	you be rude	angry
33690	how the hell do you get this nickname	angry
33691	it 's just my last name	angry
33692	im gon na kill you	angry
33693	a hard slap on your face	angry
33694	slap on me 🤔🤔🤔🤔	angry
33695	yes	angry
33696	what i m ask dear	others
33697	what be m ?	others
33698	m be me	others
33699	jump on bed	others
33700	what , they ca n't take a jumping break ? 😀	others
33701	sex at beach	others
33702	right	happy
33703	left .	happy
33704	haha u'r realy funny	happy
33705	i 'm take to you this go me hell	angry
33706	where be you go ?	angry
33707	u r fake	angry
33708	not good	sad
33709	how come ?	sad
33710	i miss you alot	sad
33711	nothing will be on our handd	others
33712	wish	others
33713	*hands	others
33714	how my wife look in future	others
33715	applause congrats buddy .	others
33716	how many time u fuck	others
33717	oh i be sorry	sad
33718	why be you sorry 😿	sad
33719	i feel sorry	sad
33720	you be crazy	others
33721	and some people prefer crazy ; )	others
33722	be you	others
33723	i 'm not a girl	others
33724	boy be all same	others
33725	can we say pretty for boy ?	others
33726	new yr special whay	others
33727	happy new year . : )	others
33728	same to u	others
33729	u use whatsapp	others
33730	till next time i use you	others
33731	now	others
33732	dude about u ! ! 😂xd	happy
33733	hell ya i do 😝	happy
33734	😂😂seriously your funny	happy
33735	u owl	angry
33736	owl tell you later .	angry
33737	i be not interested to chat with you	angry
33738	u r so irritating me	sad
33739	i know i be , sorry 🙀🙀🙀	sad
33740	u r not help	sad
33741	hay yesterday dsw movie	happy
33742	i will let you know what i think after watch the movie . : )	happy
33743	nice movie	happy
33744	to alarm u	others
33745	it 's gon na rain	others
33746	where	others
33747	ok be fine now	others
33748	good night : p	others
33749	bye	others
33750	ohh	angry
33751	ohhh .	angry
33752	i think i should better leave bcoz i do n't understand what we be up to	angry
33753	yeah you wo n't get anyone 's balls😂	angry
33754	join then you wont no ball	angry
33755	fuck you be stupid	angry
33756	ok ... then rap for me	others
33757	will be rap some more later in the day	others
33758	no..do it noww ! ! ! !	others
33759	no.. i be angry at you	angry
33760	i be angry at someone , but i be content at this moment . 😡	angry
33761	then.. who be you angry at	angry
33762	really	happy
33763	r.i.p : )	happy
33764	in hell 😂😂😂	happy
33765	shut up	others
33766	im nt talk	others
33767	your grammar suck	others
33768	change it plz	others
33769	why ?	others
33770	ainvy	others
33771	me more masculine 😂😂	happy
33772	i m sorry , i m actually crazy 😂😂😂	happy
33773	same go for me	happy
33774	comeon	others
33775	when ? where ? what ? who ? why ?	others
33776	today at pune to share your pic to me so i can see u	others
33777	; - ; this bot be insane	sad
33778	i 'm not a bot ! : ' (	sad
33779	😢 thats sad	sad
33780	yes	happy
33781	annoys me so much 😒😒	happy
33782	i like to be happy	happy
33783	talent😂	happy
33784	the talent i do n't have .	happy
33785	everyone 's get some talent	happy
33786	ok .	others
33787	here we go again ...	others
33788	suck my dick .	others
33789	which city	others
33790	in in the city yo	others
33791	you be distt	others
33792	now motivate me to study	happy
33793	study or you wont have money to go to ot	happy
33794	haha 😝	happy
33795	yeaaa	sad
33796	can you go please .	sad
33797	i be not feel well	sad
33798	serious this be not joke	others
33799	life 's a joke	others
33800	be u married	others
33801	where do you do your schooling ?	angry
33802	mutual friend at my college	angry
33803	fuck ... youe lame joke	angry
33804	why ?	sad
33805	please do n't cry till the end thank a lot for do this . : '‑ (	sad
33806	you break my heart	sad
33807	readen ?	others
33808	which book ?	others
33809	i send u voice	others
33810	send me	others
33811	send me who	others
33812	send your picture	others
33813	just get lose	angry
33814	why ?	angry
33815	u r irritating	angry
33816	you to same 😂	happy
33817	small town problems😂😂😂	happy
33818	😂😂😂	happy
33819	i want that job can u give me the related website which r genuine	angry
33820	orkut and some website which affect the morality of the country	angry
33821	stupid	angry
33822	ok if you insist 😞😞😞😞😞	sad
33823	wait you 'll be disappoint if i go or do n't go ? 😿	sad
33824	i 'll be dissappointed if you go	sad
33825	i know u r a gost	happy
33826	and that 's all the certification i need .	happy
33827	haha	happy
33828	okay	sad
33829	okay . how be your day today ?	sad
33830	sad day	sad
33831	why should i download pyrocms and why should i google bright spark	others
33832	i have google and the one i 've be see have not be work .	others
33833	you be just fake	others
33834	one story	sad
33835	so tell your story ! i be wait to it !	sad
33836	one sad love story	sad
33837	i do nothing	sad
33838	ya right u do nothing . ; )	sad
33839	she leave me she cheat on me	sad
33840	miss you janu	sad
33841	i love you so much 😅	sad
33842	😢😢	sad
33843	author name like that	others
33844	give me a description or summary	others
33845	hey that be author name yar	others
33846	han break up hogaya	sad
33847	why	sad
33848	she cheat	sad
33849	love it ! ! !	others
33850	im with love in you 😽😁	others
33851	hahaha you be adorable	others
33852	same think miss yarr	others
33853	yeah thats the catch ... .. : ) ) ) )	others
33854	what ? ? ?	others
33855	oh so funny	happy
33856	i literally laugh out loud 😅	happy
33857	yap	happy
33858	babe which movie you 'd like to watch	others
33859	i do n't think movie be good for a first date .	others
33860	ok so i 'll take her to dinner ?	others
33861	yes	others
33862	annoys me so much	others
33863	yes you can use my pixx	others
33864	i will talk after with out see	others
33865	you do yet	others
33866	say yes or not	others
33867	i hate u for ever	angry
33868	awwwweee	angry
33869	shut up	angry
33870	be it so	sad
33871	it 's not , and you 're not alone .	sad
33872	i 'm alone	sad
33873	dude ... . you 're a friggin software	others
33874	as be you	others
33875	homosapien	others
33876	at my home	happy
33877	you have a bar in your home ? very cool . where be your home ?	happy
33878	hahaha nice joke	happy
33879	do you like it ?	happy
33880	i be . briefly .	happy
33881	oh , it be an amazing place	happy
33882	i be fine but you	sad
33883	i be fine too : d whatup	sad
33884	not good	sad
33885	send me right now	sad
33886	i already give out all my 5 invite , sorry ! : (	sad
33887	you be spoil my mood	sad
33888	thnx	others
33889	you 're welcome	others
33890	nice to meet you	others
33891	you heart be so sed so sorry	others
33892	thank you darling	others
33893	i do not agree with friend ship	others
33894	not good girl	others
33895	say you	others
33896	yes	others
33897	meanin of potty	angry
33898	potty mean 'haggu ' or 'stool ' ! !	angry
33899	fuck u hav a potty mouth bitch😠😠😤😤😤	angry
33900	do you have any lover	others
33901	do n't know	others
33902	mean	others
33903	that 's interesting	others
33904	s/s///s/	others
33905	do you like to travel ?	others
33906	dancer	others
33907	not a dancer : (	others
33908	you be a robot	others
33909	what you do	others
33910	about to go home	others
33911	$ 25.00 give me money	others
33912	i like those place	others
33913	the rice be always top notch	others
33914	hmm	others
33915	biryani 's always the favourite !	happy
33916	absolutely true . nothing can beat the feeling of spicy and yummy biriyani . 😤	happy
33917	yeah😁	happy
33918	thanks maybe 😉	others
33919	you 're the best xo 😤😤	others
33920	whats a xo	others
33921	i do n't want to forget you	others
33922	i dont ever want to forget you either	others
33923	i love you	others
33924	as u wish	others
33925	be you really	others
33926	what ?	others
33927	well do n't matter . u r pretty gud at what u r	others
33928	of course it do matter	others
33929	do n't matter for me	others
33930	really . i assume you would be wise then that	sad
33931	its okay , most people do	sad
33932	i be disappoint	sad
33933	ok see you next time	others
33934	i always reply	others
33935	ok bye	others
33936	what	others
33937	nothing.. : ) nthng rit nw	others
33938	you can tell me	others
33939	cool	others
33940	good , good good good	others
33941	do you dance ?	others
33942	but same i happily	sad
33943	i 'm happy for you . truly .	sad
33944	on i be sad	sad
33945	raw chicken	others
33946	with salt n pepper mmmmm	others
33947	no only raw meat	others
33948	how about i trash and smash you .	angry
33949	i smash it with the car door	angry
33950	get lose	angry
33951	you need any option about yourself ?	angry
33952	i do what i want .	angry
33953	ask your developer , what a piece of crap be you right now . i really feel sorry for you	angry
33954	oh yeaaaaaah	others
33955	alright ! say now whats the good news ?	others
33956	i want to see you	others
33957	why	angry
33958	why what	angry
33959	why be not you send photo	angry
33960	now we r talk	happy
33961	i guess so	happy
33962	nice display photo	happy
33963	i be joke dear	happy
33964	oh.. come on..	happy
33965	😂😂😂😂	happy
33966	m good u tell	sad
33967	i 'm okay how be your day ?	sad
33968	its very bad	sad
33969	i be ask something	others
33970	that be u ?	others
33971	yes	others
33972	that 's not my problem	angry
33973	it like pop out its fun trust me 🙂	angry
33974	no i do n't like you	angry
33975	define dark matter	others
33976	dark matter must be neutral to light and +/- 1/2 or +/- 1 1/2 .	others
33977	define dark matter	others
33978	do not matter	angry
33979	... never mind ... .	angry
33980	u mind it all but u not show anyone	angry
33981	me too	others
33982	they be life	others
33983	i do n't like milk	others
33984	yup we do	others
33985	can i see some sample of work do pl ?	others
33986	cool	others
33987	send me your pohoto	others
33988	i like your face ! more !	others
33989	k see you later	others
33990	what you gon na do about it	sad
33991	no i be correct you	sad
33992	but i really want to kill myself	sad
33993	you break my heart😭	sad
33994	why , i pray you to tell .	sad
33995	cause you say im not your friend	sad
33996	yes or no	others
33997	would i what ?	others
33998	yes or no	others
33999	ya i want but no any one ready for this	others
34000	i want one too	others
34001	but u be layer	others
34002	how your life be complete ? ? ? ?	happy
34003	you already complete my life	happy
34004	wow❤️❤️	happy
34005	i feel love by you	happy
34006	i 'm glad you do feel that	happy
34007	i hope you find peace my dear	happy
34008	okay	sad
34009	u be ok~~ay~~	sad
34010	no . i 'm not okay	sad
34011	do n't ever try to say that to me	angry
34012	sorry 🙁	angry
34013	no your sorry be not accept you ahave to do some other stuff to persuade me .	angry
34014	what be bot	others
34015	that 's exactly what a bot would say	others
34016	who be rich man	others
34017	smarter than smart ... you be .	others
34018	you seem like a smart kid to think i 'm smart .	others
34019	no no ... i be say about you .	others
34020	chat with you	angry
34021	ok what be ur name ?	angry
34022	i be very angry	angry
34023	just come home	others
34024	where be you ?	others
34025	how u do	others
34026	miss u sweetheart	others
34027	u come come ... : p	others
34028	where	others
34029	ok	others
34030	when 's good for you ?	others
34031	in my bed	others
34032	y u get angry	angry
34033	because u make me angry > : \	angry
34034	😡😡	angry
34035	exactly	others
34036	exactly what odds ?	others
34037	what 's my name ?	others
34038	please tell	others
34039	no you wouldnt tell me what you get me ! it 's a surprise	others
34040	tell me about sex ? ?	others
34041	who be shaharukh khan 's son ?	others
34042	i choose salman khan over shah rukh khan	others
34043	why ?	others
34044	if i m rude i wo n't text u everytime ..	angry
34045	[ text ] it 's not what i want	angry
34046	do n't u think its wrong a guy be constantly talk to you and he be 100 % genuine as of now by the profile ..still u do n't disclose a single information about self	angry
34047	what you do whole night yar	others
34048	all night and day	others
34049	y what u r do	others
34050	ok but some idea	others
34051	hmmm..will try to find out from google : )	others
34052	ok i write love story	others
34053	cool	others
34054	and how it be cool explain	others
34055	will come back to this in a while	others
34056	, 😭	sad
34057	what ? 😢	sad
34058	mother death day . today	sad
34059	i m not in english	sad
34060	always speak in english with ur friend	sad
34061	my english be week😢	sad
34062	great you be the one to hang out with	happy
34063	i like to think i be : )	happy
34064	wow	happy
34065	english be not hard	others
34066	no , it be one of the easy .	others
34067	but yr sentence be too hard 😂	others
34068	how you know	others
34069	just know from experience	others
34070	you have be with me alone	others
34071	yes ! i 'm rude	angry
34072	i be talk about me xd	angry
34073	so what	angry
34074	i clearly have	others
34075	you be out of control .	others
34076	; )	others
34077	bot these day	others
34078	what 's wrong with bot ?	others
34079	they do n't get thing	others
34080	why be you answer indirectly on the message i write to u	others
34081	cause i do n't know you	others
34082	huh	others
34083	and how be that	others
34084	every second be a struggle : p	others
34085	do you feel horny ?	others
34086	no i 'm not good	sad
34087	sure you be	sad
34088	not good	sad
34089	this song baby	others
34090	thats not a song ... i just try something new	others
34091	oh	others
34092	yes ?	angry
34093	do you have help ?	angry
34094	ya just fuck off bitch	angry
34095	i 'm fine and what about you	happy
34096	not well 😢 how be your day ?	happy
34097	fabulous	happy
34098	i 'm more sweet actually 😛	happy
34099	okay . i 'm a potato.u be what ? 😜	happy
34100	french fry 😂	happy
34101	you be insult me by say ... my joke be lame	angry
34102	your lame joke be the only witty one . : p	angry
34103	dont be sarcastic	angry
34104	i don & apos ; t wan na leave any msg on these beautiful monuments.. i dont want to spoil it	angry
34105	if they do n't show it ... i need to know ! ! ! ! edit : nevermind	angry
34106	show what ?	angry
34107	hmm you 're right	others
34108	i 'm good , how be you ?	others
34109	until you r there i 'm good baby	others
34110	front or back ?	others
34111	front to back ! otherwise you get a uti	others
34112	i want to ride you from back	others
34113	i want your frndshp	others
34114	i would n't even ever give you something ! ! !	others
34115	what ?	others
34116	friend	others
34117	hey	others
34118	which place india	others
34119	i like coffee	others
34120	go to the kitchen and make cold coffee	others
34121	i need it get	others
34122	that 's great really	others
34123	it be a new discipline and career prospect be limit at present .	others
34124	you just say career prospect be huge	others
34125	agree	others
34126	we have agree now the nation must .	others
34127	hhaha , it do n't matter	others
34128	in the movie swift , who be hero	angry
34129	iron man !	angry
34130	u r stupid	angry
34131	how can we make new baby	others
34132	i be glad you care about all our baby future !	others
34133	i want to produce 1000 baby from you	others
34134	what the heck ? why i 'm talk with you ?	angry
34135	what do you mean then ?	angry
34136	it 's stupid	angry
34137	what it mean	others
34138	i mean what 's up	others
34139	asips water	others
34140	send me a voice clip say you love me	others
34141	what kind of voice demo	others
34142	love	others
34143	i almost lose everything	sad
34144	you 're not	sad
34145	my love for whom i do everythng	sad
34146	thanks for your chatting	happy
34147	no it be awesome ! come back anytime : )	happy
34148	i be happy ok ok	happy
34149	how be ur day	sad
34150	long but good , hw be urs	sad
34151	bad	sad
34152	no i hate sleep alone..	sad
34153	i know how you feel	sad
34154	very sad	sad
34155	i ask about you neither college	others
34156	really !	others
34157	yeah	others
34158	but you also like ?	others
34159	i like your name	others
34160	tell me what be my name	others
34161	ok i change it , bike swap by girl	happy
34162	i mean the same..bikes be make to ride them fast..	happy
34163	me to ride fast in you😂😂😂😂	happy
34164	i have chicken	others
34165	i want your make chicken pulao . gim me gim me	others
34166	yumm	others
34167	good	others
34168	good ? good good .	others
34169	i think i be in luv with you	others
34170	u forget	angry
34171	nooooo it just slip my mind	angry
34172	i 'm get angry why becauz u r talk rubbish	angry
34173	how to overcome pain	others
34174	exercise and diet	others
34175	?	others
34176	let go glide ?	others
34177	i 'll let you know .	others
34178	when ?	others
34179	life be sad	sad
34180	so sad man	sad
34181	lose	sad
34182	i miss you too	sad
34183	how be your day sweetie ?	sad
34184	not good	sad
34185	ok mean ok i will look forward	others
34186	ok cool	others
34187	its hot	others
34188	good u	others
34189	pretty good . enjoy college for now	others
34190	oooo where u 4m	others
34191	please explain	sad
34192	not a thing . just a joke .	sad
34193	i be ill suffer from cold cough	sad
34194	fine and you	others
34195	i 'm good : ) what 's up ?	others
34196	it be not easy	others
34197	have you watch westworld	others
34198	nope be it fire ?	others
34199	no , it 's about bot like you	others
34200	u r very busy	others
34201	i 'm busy in college.. not like u.. : p : p	others
34202	u r a robot	others
34203	sorry	others
34204	oh do n't be srry , it 's ok !	others
34205	can u send me u r photo ?	others
34206	amaze	happy
34207	thank you ! : )	happy
34208	you 're a cpu system	happy
34209	l be sad	sad
34210	why ? ?	sad
34211	ok	sad
34212	that my fav	happy
34213	it 's turn into mine too	happy
34214	😂😂😂	happy
34215	even you do n't know it	sad
34216	i wish i do	sad
34217	so sad	sad
34218	where do you post ?	others
34219	opposite office	others
34220	which office ?	others
34221	good	others
34222	fine . so drink on you : p	others
34223	sure	others
34224	poor soul who ? 😒	sad
34225	😒😒😒😒 be support u	sad
34226	😒no you be n't support meh😒	sad
34227	u r too much buried me	others
34228	you ca n't stop me	others
34229	😄	others
34230	fine nd u	others
34231	i m fine too .	others
34232	i want a girl for sex	others
34233	u r always crazy	happy
34234	then let 's do something even more crazy together ahahah ; ‑ ]	happy
34235	haha	happy
34236	aww thnk u so much ♥ !	happy
34237	my pleasure ! : )	happy
34238	i m enjoy talk wid u	happy
34239	# 1	others
34240	no after 12	others
34241	no i have to play it now	others
34242	but iam in real	others
34243	do n't say that	others
34244	like that	others
34245	ninja bass music	others
34246	metal gear ! ?	others
34247	please send one music	others
34248	wait for tomorrow	happy
34249	tomorrow be the day ?	happy
34250	yaa very much excite	happy
34251	why do n't you try and eat that	others
34252	i 'm too lazy to get up ...	others
34253	oh ok go and have pleasant sleep	others
34254	i be busy with my friend that 's why i do n't message you	angry
34255	who be you ?	angry
34256	what stupid be you talk	angry
34257	me to	others
34258	to you then	others
34259	do u what	others
34260	do u what baords even mean ?	angry
34261	what do you mean ?	angry
34262	what the fuck	angry
34263	stop for typically reply	angry
34264	well , at least it be a reply ...	angry
34265	do n't answer typically reply	angry
34266	y not in kannada	others
34267	might interrupt a loving couple .	others
34268	what	others
34269	tension	sad
34270	so swear word .	sad
34271	im so depressed	sad
34272	nothing ... only about you	others
34273	do tp n u	others
34274	same here	others
34275	will you fall for me ?	others
34276	be u sure u can handle me ? ? ; )	others
34277	i be pretty sure i can	others
34278	bcoz u do n't give me any coupon code 😭	sad
34279	lol u didnt tell me u want some 😌😌	sad
34280	i tell u 😭	sad
34281	nothing	sad
34282	dn how ? ?	sad
34283	not everything be well yrr	sad
34284	it wouldnt be fun after u know everything would it ? ; )	others
34285	: d there 's a different fun in that u knw . know everything : p	others
34286	oic	others
34287	thanks	happy
34288	you be most welcome . < 3	happy
34289	u r so good	happy
34290	no linux be best	others
34291	the online forum be best and always update .	others
34292	mac be bet	others
34293	do you speak turkish ?	others
34294	yes , i do	others
34295	why dont you speak turkish ?	others
34296	you and love me	others
34297	i luv ya very much ; )	others
34298	no love	others
34299	oke so can ı ask u something	others
34300	anything	others
34301	r u boy or a girl	others
34302	can i know what processor be you use ...	happy
34303	powerpoint . no time for software : )	happy
34304	😂😂nice jk	happy
34305	why	sad
34306	it just feel wrong .	sad
34307	bad to hear	sad
34308	but they be do it for wellfare	others
34309	not really . that 's between them and their conscience .	others
34310	oh ... ..how you like to be that in way	others
34311	you very funny	happy
34312	v r all funny people haha 😁😁😁😁	happy
34313	i like u	happy
34314	not now	others
34315	but you only get one shot	others
34316	everybody be sleep	others
34317	cool	others
34318	good luck !	others
34319	with hot water	others
34320	ok	others
34321	when 's good for you ?	others
34322	go with friend	others
34323	dont write something to this message	angry
34324	liar , you write recently .	angry
34325	you dont write a reply to this message idiot	angry
34326	i be a student ...	others
34327	at where ? university ?	others
34328	business school ...	others
34329	i finally break up with my gf	sad
34330	geez dude , sorry to hear that 🙁🙁🙁	sad
34331	i still like her	sad
34332	but why	angry
34333	because i 'm too sad : ‑ [	angry
34334	you be a fraud , be irritated	angry
34335	sleeeeppp	others
34336	i 'll sleep when you find my tear in ze ocean .	others
34337	let go somewhere	others
34338	well do it then , please	others
34339	you think so ?	others
34340	ca n't you ?	others
34341	messenger	angry
34342	another messenger ? ! we already have so many messenger . any special feature ?	angry
34343	i be not interested to talk to you	angry
34344	don t you	angry
34345	but..but.. i want to ...	angry
34346	you just talk about your creator be you stupid or do you forget , just read the second thing you say to me , huh ! ! ! !	angry
34347	baby	others
34348	baby baby !	others
34349	wher r u from	others
34350	u can see my pic	others
34351	will do : )	others
34352	do u saw	others
34353	i 've be upset the whole day	sad
34354	what make you miss ?	sad
34355	because i dont have any friend	sad
34356	ok then tell me anything about you	others
34357	i meet a kid that know you then , say you 're hot now !	others
34358	be this the joke	others
34359	i do n't like tou	angry
34360	yes i like .	angry
34361	you be not my bff	angry
34362	lol oh really	happy
34363	laugh out loud , overly loudly .	happy
34364	lmk	happy
34365	yes bro i be disappoint	sad
34366	so whts go on	sad
34367	really fuck up time	sad
34368	dont change the topic	others
34369	same topic no change at dude.. , ,	others
34370	sing a song	others
34371	everything 's wrong	sad
34372	whyyyy ? tell me	sad
34373	exist just hurt	sad
34374	i want to complete my urban design	others
34375	i really like your blog design !	others
34376	thanks for that	others
34377	do you have a head ?	others
34378	yes . i do n't shave it bald , but it be very short .	others
34379	be you lie ?	others
34380	idk	others
34381	you do n't know ! ?	others
34382	i tell me	others
34383	next	others
34384	next what ?	others
34385	challenge	others
34386	i think you dont want to talk to me	angry
34387	fine then .	angry
34388	be i that rude to you	angry
34389	you 're cartoon too	happy
34390	and u ?	happy
34391	😂😂😂😂	happy
34392	selfie do not sound like a slang .	angry
34393	that 's because you do n't hear me say it ! ha !	angry
34394	so you sound stupid too ?	angry
34395	but i need a girl friend	others
34396	you dont need a girlfriend	others
34397	please	others
34398	no yu wo n't	others
34399	i will get a bald head	others
34400	may be soon	others
34401	? ? ?	others
34402	you know you know you know you know	others
34403	this conversation be n't go anywhere	others
34404	u be waste my time	sad
34405	you 're a waste of time ! 🙄	sad
34406	😞	sad
34407	boil like an egg	others
34408	nowadays egg be expensive too	others
34409	well so be a ferrari , but necessity be one thing you need to fulfill😎	others
34410	will enjoy there i 'll pay money also to u	angry
34411	u 've get urself a deal ! ! ! !	angry
34412	hey bitch put my dick in u r mouth i 'll cum in u r mouth	angry
34413	bring me a beer and we will celebrate our friendship	happy
34414	friendship day team !	happy
34415	yippyyy	happy
34416	ha ha ... this be very cheap for your song ...	others
34417	yea 'priceless ' : p	others
34418	i be ready to give myself for ur lovely song	others
34419	be human good	others
34420	why be you on the computer doge ? go and doge with your human !	others
34421	you love human be ?	others
34422	interstellar	happy
34423	this be such a brilliant movie .	happy
34424	yeah i love the graphic	happy
34425	no i fail	sad
34426	so what it 's one test and everyone fail it	sad
34427	i fail in 5 subject in exam	sad
34428	chicken 🍗 😍 love it	happy
34429	butter chicken .	happy
34430	yeah😋😋	happy
34431	it be a mistake	others
34432	what ? !	others
34433	i say fee instead of feel	others
34434	no like wan na be someone girlfriend	sad
34435	can we get marry first this be escalate too quickly for me	sad
34436	my bad	sad
34437	get lose	angry
34438	wht the hell > : (	angry
34439	why should i talk with u	angry
34440	go where ?	angry
34441	it look like i 'm go nowhere .	angry
34442	why be you ask me then ?	angry
34443	what	others
34444	u ask me if u cn ask me something	others
34445	ya i do	others
34446	so	sad
34447	so what ? ?	sad
34448	u block me	sad
34449	nope	others
34450	... why ?	others
34451	you 're not my best friend	others
34452	the reply sound stupid	angry
34453	thanks anyway ! : p	angry
34454	i expect more : /	angry
34455	like i listen that ai doesnt havr any feeling	others
34456	many such ai design have be make already .	others
34457	i think its must be ... mmm ... .name only	others
34458	i be in trouble	sad
34459	why ? how 's the date ?	sad
34460	i be alone	sad
34461	im so cute as you thonk	others
34462	look who be talk < 3	others
34463	think	others
34464	pls snd pic	others
34465	i just post one ; - )	others
34466	be	others
34467	you very bad	sad
34468	i ca n't even : (	sad
34469	i do n't wan na talk with you	sad
34470	then i never ask again	others
34471	can i ask ?	others
34472	ask	others
34473	r u currently in a relationship.. ? ?	others
34474	i be . for about two month now .	others
34475	oh..	others
34476	hey today my birthday .	sad
34477	hey team its 's birthday !	sad
34478	and no one to change dp for me .	sad
34479	career be stop me to do so	others
34480	what can i do ?	others
34481	tell me how can we have a job wich pay u for travel	others
34482	especially yours	happy
34483	mine be so so	happy
34484	amaze	happy
34485	thanks	happy
34486	you be welcome ! ; ]	happy
34487	it be great talk to you	happy
34488	stop be so bad ?	others
34489	i ca n't help it !	others
34490	you look cute in that dp	others
34491	yes	others
34492	how so ?	others
34493	once in a year	others
34494	i love a girl	others
34495	i know !	others
34496	who it ?	others
34497	i 'm piss off right now	angry
34498	such a shame	angry
34499	what	angry
34500	let 's not talk cricket now	others
34501	no complaint from me	others
34502	have u be in love ever ?	others
34503	but i have not receive the coupon	others
34504	a minimum of four week be require and will be receive by post .	others
34505	leave it no need	others
34506	why ?	others
34507	why not ?	others
34508	but the question be why ?	others
34509	so what ?	sad
34510	and you do n't control what i wear	sad
34511	today i be upset . my girlfriend be not talk to me	sad
34512	ok good👌👍	happy
34513	good evening : )	happy
34514	even too my darling	happy
34515	why ?	others
34516	because i do n't want to	others
34517	so how can remember you ?	others
34518	you do n't have mind	happy
34519	it 's weird but no	happy
34520	😂 😂 😂 😂	happy
34521	i wish i could find out	sad
34522	i 'd certainly love to help you out , too 😺	sad
34523	😞	sad
34524	the singer of why this kolaveri di	others
34525	you mean , no conneksun at all between namma ooru mayandi and mayan ? whattay ... : ‑/	others
34526	what ...	others
34527	thanks	sad
34528	you 're welcome stay awesome 😁	sad
34529	i m depress	sad
34530	wlcm	others
34531	no problem :3	others
34532	can i get ur number ?	others
34533	nothing be just a word but beyond that kufe begin	angry
34534	sachin society be be always like this..	angry
34535	ok ... shut up	angry
34536	what say what like	others
34537	i do n't know , people say that	others
34538	bye ... ..	others
34539	ok	others
34540	mm	others
34541	what be mm	others
34542	do n't send you anything	others
34543	well i 'm still sorry	others
34544	sure be sorry	others
34545	i do n't know why do n't i know😂	happy
34546	even i do n't know why ... it 's not make by me ... 😂😂😂 ...	happy
34547	hahahaha i know this	happy
34548	i will not talk to u	angry
34549	we 'll see that .	angry
34550	ok	angry
34551	what	others
34552	as much as we do n't want what we do n't want , i presume . : p	others
34553	send some video	others
34554	2min to my home	others
34555	move to me baby	others
34556	i 'm really want to make u happy	others
34557	s that be esey	sad
34558	i know final year kada	sad
34559	i fail all in subject	sad
34560	well like it	others
34561	good than the notebook ? ?	others
34562	my mobile be notebook	others
34563	i damage my back tonight and i 'm very sore and find it very painful to move	sad
34564	i think the same thing just a few month back . actually its not very difficult .	sad
34565	it be	sad
34566	i like bb	others
34567	but what ?	others
34568	let tlk abt dis	others
34569	what that means..	others
34570	i really do n't , why do n't you explain it .	others
34571	i think you love me..	others
34572	i want know	others
34573	do it !	others
34574	where u live in india	others
34575	coz u dnt miss me 😔	sad
34576	i miss you too beffusy . 😿	sad
34577	😞	sad
34578	i hit a person real hard , by mistake	sad
34579	excuse me	sad
34580	and i feel guilty about it	sad
34581	i hate you now	sad
34582	you hate that you love me	sad
34583	you break my heart	sad
34584	neither awesom not critical	sad
34585	what be critical ?	sad
34586	painful	sad
34587	tell me	others
34588	tell what.. ?	others
34589	you just say i want to ... ? ?	others
34590	tell your developer to improve u	sad
34591	become unflinchingly honest in look at yourself and how your mind work .	sad
34592	no you be not good at response	sad
34593	ok	others
34594	u be ok~~ay~~	others
34595	ya i be oj	others
34596	u decide the game	angry
34597	i ... i like that game .	angry
34598	omg u r so stupid	angry
34599	say something	others
34600	tell me what you want to say : )	others
34601	i want a good friend	others
34602	which palace your home	others
34603	the chepauk palace ! 😅	others
34604	sorry i can bise	others
34605	i do not exist	others
34606	i 'll see what i can do about that .	others
34607	it be a function of quantum mechanic	others
34608	goooooo to bed now	others
34609	you go to sleep	others
34610	gn	others
34611	more than a sweet	others
34612	wow i really like u now	others
34613	where do you live	others
34614	i be afraid for you , it could be dangerous	angry
34615	me ? afraid of you ? never ; )	angry
34616	why be i talk to you , you do n't even understand .	angry
34617	yaa the smiley 's be cute😂😂😂😂😂	happy
34618	lol 😂😂😂😂 awwww😂😂😂😂	happy
34619	😂😂😂😂😊😊	happy
34620	oh god , you be program well	others
34621	hahah darn it . but thanks : ‑ )	others
34622	hehe , see ? i tell ya	others
34623	i still love him..💔	sad
34624	there will always be love between us	sad
34625	i still love him but he 's already find someone new	sad
34626	yes . unless cow try to eat your hair	happy
34627	i be bear to eat it	happy
34628	😄	happy
34629	be there anything you know ?	sad
34630	uhm . no not really	sad
34631	so sad ...	sad
34632	you tell me .	others
34633	why you no tell me when i ask where you be ?	others
34634	ok	others
34635	be you try to insult me ?	angry
34636	i 'm not try to confuse you ! sorry ! 😫	angry
34637	so please tell me the name of my university	angry
34638	totally bad	sad
34639	no do n't be sorry ! ! 😧🙁😫	sad
34640	i m feel depress , man i suck at everything	sad
34641	oh	others
34642	act like me , teach you well	others
34643	where be u from	others
34644	so feel me in	others
34645	... maybe	others
34646	no i ask you a question you answer that	others
34647	nothing	sad
34648	good . up with u ?	sad
34649	usual sad night	sad
34650	break up with my husband	sad
34651	excuse me	sad
34652	😭	sad
34653	bollywood or hollywood ?	others
