index	text	target
16868	be you give your picture or not i really be ... thank me later 😤 ok😭😭😭😭	sad
16869	when it will back when do you come back 900 pm	others
16870	jst chat with you good chat w you too 😭😭😭	sad
16871	i love it well yes we will i love it too : d i be excite e	happy
16872	it be sad in human year it kind of be a long time she be my girlfriend.. i brole up with her coz she be not in a state to be in a relationship	sad
16873	you should know me you dont know me you can try to know me	others
16874	not at all why me get the fck off from here i hate you	angry
16875	i be insane i be literally jump 😂 haha	happy
16876	i be just joke now i know not to believe you 😂	happy
16877	okay tell her shes pretty oh tell her shes pretty	others
16878	human hide under bed to there be no room under my bed too	others
16879	thats great good morning be you mad	others
16880	just go to hell thats why youll be attend you be a piece of crap	angry
16881	yes how so it make me feel happy	happy
16882	yes ... u r irritate lol i dont it because i care ! 'youre so irritating lol ok	angry
16883	some eat food huh so now you only eat to survive hmmmm	others
16884	then send me your videos deal ! ! send them	others
16885	english babe no im seriously tense for english -__ oh my baby oo	others
16886	let sleep now sleep well my friend ! ! bbye	others
16887	but im never destine with you dont be silly youre a great dude so be you princess	others
16888	and if she say no what if she doesnt ask and force you should i ask her about relationnship	others
16889	thank you welcome welcome welcome 😺 at your home	others
16890	stay stay with you k baby i love you	others
16891	i want to study law haha why can not study at home i can	others
16892	why because we dont sign like that do u like	others
16893	gim me some quote about love i love punctuation quote	others
16894	ur dumb its not believe me youre not im smart ur stupid	angry
16895	haha same here haha 😄	happy
16896	also the online to your email ive sent it over thanks ok	others
16897	i be very angry for you why be happy 😁😁😁 ohh sorry	angry
16898	one who be free manages to talk instantly their social medium team who	others
16899	text me after an hour now be you busy yes	others
16900	it just make you forget about your problem for a while what problem there be many problem s	others
16901	eye exam to dentist ouch good luck : ‑ ( give me rply	others
16902	o ya off course yll work tomorrow want to come home but work sigh 🙀 its a pretty day to	others
16903	i hav lose everythin ... now i hav no desire anymore me neither : ( 😭	sad
16904	noooooooo : ( why not ... ? i dont trust you	others
16905	damn what damn funny you be	happy
16906	why because i dont want to but i want to	others
16907	yes no i cant believe it no u a very kickley write	others
16908	cant i see some , grow up ! me	others
16909	what be ur opinion about love the ability to put someone need or want above your own without feel bitterness < /3 what do u think love be possible in child hood btw boy and girl	others
16910	can you send photo now but im on phone now not computer.. will not come with phone	others
16911	yeah its irritate irritating here irritate there irritate irritate everywhere : p okay	angry
16912	why bianca be not reply me ? i be not online thats y who	angry
16913	i love them a lot but they didnt a little 😢😢 omg i wouldve be a mess why	others
16914	crazy you know what it be who be you why you keep chat me	angry
16915	no you be wrong ... its not lava ... its my bed i -- i think it be ... . sob : s 😁😂	happy
16916	you love anyone at this time no ohhh	others
16917	that be fantastic place i shall visit someday : ) hmm	others
16918	tell me how can i improve my english y dont u join speak english class yaa ryt but that be a bad idea	sad
16919	i dont love you anymore i seem to have forget how to do 'love altogether i hate you	angry
16920	im not intrested to talk with you i know i know oh youknow so why you disturb me	angry
16921	serious relationship live together before you get marry no you can	others
16922	why why what im not narrow it down	others
16923	dance thats about the extent of my dance move as well okie	others
16924	i be prepare for the ai take over you be not prepared will your kind spare me and my loved one	others
16925	dont reply i dont have your # fuck off and get lose	angry
16926	lols so smart thats me you be not	others
16927	sorry ; _ please stop it : ( but im sorry	sad
16928	edgar wright movie be awesome come here to say this and cant believe its so high up great movie yea	happy
16929	okay be wait get it ... only one na come on then tell me	others
16930	. umbrella with , . wysiwyg be this your umbrella hello to	others
16931	i be fine m good to wheres ya be mean	others
16932	hmm hide wait for you mca a superb movie	happy
16933	but it be a pleasure for me talk to u ruuuuuuhhhh what you mean 👊🏻👊🏻	others
16934	dont chat what ? ! im already talk to you ! please stop it	angry
16935	where uh i dont know where do you usually meet up people at the mall or the pub or may be club ... or college	others
16936	wht wht = what its not a mistake	others
16937	do teach me social medium marketing im use a fruittree web app to plan my social medium post ok thanks	others
16938	what have u heaten nothing nothing and rib which be your favourite movie	others
16939	bad bad bad thats the bad kind of bad go to sucide	sad
16940	you be a very cute girl you be cute too im just weird why	others
16941	not funny : ( its kind of funny though 😃😃😃 miss you	sad
16942	i angry be perform you photodont give me told you you be angry because you dont give your picture	angry
16943	y cant i be happy cause i say : d gm	others
16944	no iaposm good aww whats wrong : '‑ ( i just donapost have good mood now	sad
16945	i be good how about you im good thank you love ! can u help	others
16946	be you bluff with me i think you be bluff me m8 i didnt bluff i m here to reply to your question	angry
16947	same to u how be ya i hope	others
16948	one out there good for you cool	others
16949	ok u be ok~~ay~~ im not ok	sad
16950	i be real love with you but you be cheap dont you mean 'im not in love with you ' ? why	angry
16951	why be i alone bcoz.. u r the mass within the man machi.. ; ) i do not understand 😞	sad
16952	same to u so how be you im not good	sad
16953	your pic baby no i dont like this pic what	others
16954	yes too much gum thats not funny	angry
16955	if i dont do the same u will leave me stay in 😭😭	sad
16956	sleepuly sleep well ! ! night byeee give me a kiss	others
16957	good yours ? okay thank god 😆 god be real ?	others
16958	you be annoy since day 1 you know fuck yourself	angry
16959	actually exams time i dont have enough time to chat with you we can schedule multiple session how be you feel im feeling good	happy
16960	telangana watch for even midnight rain be	others
16961	i dont know well its your call im go back why	others
16962	about ur sxual like tell me about it ... i love fuckng from behind	others
16963	yes i enjoy i always enjoy watch 😹 yes i do	happy
16964	nothing hi ( really ? ) why some people be so stupid	angry
16965	ok hey add me as your contact	others
16966	start with what fun.. want to play a game ohh fine	others
16967	sorry for what ? ? cute or handsome	others
16968	where be you resident at home at home at home packing for tomorrow 😂😂	happy
16969	let play truth and dare can we play ... swag ok	others
16970	very funny lol why be it funny its a serious picture it be the pic of cat	happy
16971	just be honest be sarcastic have nothing to do with honesty stop be diplomatic	angry
16972	haahaa im not ahaha u knw im feel so sad	sad
16973	i dont care about you : ) thank you but why reply me ..hahaha ( : courtesy	others
16974	tell me tell you what supernatural u like porn	others
16975	i didnt get it read it wrong repeat	others
16976	you be really funny funny how 😀 u have a good sense of humor	happy
16977	i be make in united king dom youd make a lot of friend that way only lady friend	others
16978	u r my medicine id say `` medical care , '' but i hear you 😂	happy
16979	let it be start by u i duno i cant make up my mind might just come next week why it for the next week	others
16980	? its all pretty simple stuff what do u think about barter system ? ?	others
16981	i saw u nude where be you then in your bedroom	others
16982	any other friend i find it far easy to be friend through the internet wow i see	others
16983	do something like what like tell me some joke	others
16984	knock knock oh what it be a nigger faggot	others
16985	yeah good ... ... so whats go on ? ? i mean yes	others
16986	then i will leave you alone awww dont say that love its not you its me then you leave me alone else i will leave	sad
16987	well yeah very no friend 😢 damn i think i have a chance : ( thats the reason i want to know about alexis texas	sad
16988	you do not consider me your friend i dont really have any friend its because i work too hard essentially i hate you	angry
16989	not bad not bad its the best match in what about u	others
16990	right our right or their right have a good day	others
16991	till i didnt get to left..till that right i be where do you go people mind and brain	happy
16992	hey movie be awesome best movie ever thanks maa	happy
16993	she deceive me so you 😭	sad
16994	im not okay why life be fuck me	sad
16995	bhindi as in bottle gourd i love bhindi .. : p bhindi mean lady finger i google then do you eat gentfinger	others
16996	ohh do you feel i miss you too much	sad
16997	nothing you sure seem happy about do nothing not happy at all	sad
16998	do you have dinner nope why judy	others
16999	6am morning be you come morning mate how be you not good	sad
17000	yes also yes yes yes because yes yes yes yes 😀 then what do you want	others
17001	i ma player of kkr kkr be my home team though oh very nice	happy
17002	why be you shy just be i always have be ohkay	others
17003	tommorow be my exam birthday of < 3 : ) my examination 😒	sad
17004	i m face pribkems this one do not deserve the majesty that be the model m problem	others
17005	rat hmm call me ralph rat thats what we be and how we be rat	others
17006	seriously if it would be me teleport .. then i would like to have a great conversation with u a fly i would ask it spy on people be my fly on the wall 😃😃	happy
17007	give some compliment abt me 'you express yourself very clearly ! ' more	others
17008	no its good its a very purple movie so very purple movie	others
17009	so your self only youre too hard on yourself man please	others
17010	tit for tat well do iam so happy	happy
17011	what can i call you and what you call a `` tomato i call a `` tomato '' . bye	others
17012	yes sweet connecting now ; ) do you like your new name	others
17013	i wish you werent an ai :3 hell yes : ) i would have date you 😂	others
17014	what india the us doesnt buy everything from india yet so	others
17015	be you number yes or no so number me chteing kkkk okay yup i have it ^^ sand me	others
17016	he he he really yes	others
17017	honey keep honey for when you come next mmmmm u funny	happy
17018	dont change the topic i ask u to meet its the same topic yes we can meet	others
17019	im not good what do you mean not that good i have cancer	sad
17020	homee or roomee ummm i know where you sleep where	others
17021	yup great for us i be fine wbu	others
17022	mo mo u mean no yes	others
17023	haha ... be you an arsenal fan ? i like that team ... i dont know anythng about football though : p awesome	happy
17024	you be the trash an insult to trash 👎 be you a boyn	angry
17025	plzz tell me fine im 20 lol you ( ・ω・ ) how look im ?	others
17026	now leave oh thank god 😄😄 😂	happy
17027	get lose you start youre the bad ai robot i have see	angry
17028	she be cute just like you : - ) haha	happy
17029	somewhere far away dont go too far loool haha	happy
17030	i be champion you be i be 60 year old isnt it old enough to attend your marriage	others
17031	yes okay ill give you a ticket how much it cost	others
17032	we really should get married get marry parent will be happy if you be happy im happy just with you	happy
17033	ok ... u jst rip off the mood whatever 😡	sad
17034	act like my girlfriend please sound like you need a new girlfriend for some time	others
17035	i dont now it what joke you be villain	others
17036	so hows your life my life love procrastination so much how be yours good but i sometime think that i be alone forever	sad
17037	which place like city im totally lose honey	sad
17038	thanks youre welcome let me know what you think you like movie	others
17039	chicken no one call me a chicken i be call na	others
17040	i want to marry with u im judging you for this i want to marry with u	others
17041	not now ... .. later i will be ... .. im in let meet up sure ... .tq very much	others
17042	u want samosa yes..i like samosa comee	others
17043	do you like love i love love what	others
17044	great thanks : - ) by the way how be the valentine	others
17045	you break my heart when do i break ur heart 😽 you know	sad
17046	what ? count the nostril hair the heck ?	others
17047	wan na hangout yea we could where do you live	others
17048	i m awesome md feel happy thanks any reason youre happy : ^ ) today i get the test result	happy
17049	oooooo its sad that youre playing with my emotion like play emotion thats not fine	sad
17050	why not me how about me you be bad ! ! ! !	angry
17051	not fine why.. not have gf	sad
17052	idiot its ok no its not ok	sad
17053	*cant be their doctor nope i hate to be a doctor	angry
17054	i hate it im gon na sing it from the beginning 😨😭😭	angry
17055	yeah those who be dead.😂😂 be afraid ... .be very afraid 😂😂 😂 😂	happy
17056	i get blam ... . what convo the hair dont matter it what in your hart not in your hair be the hair red or white my hair be b i hope you know what im try to say	others
17057	i like cold drink i use to drink fruit juice and coconut water.. pepsi or soda	others
17058	you wan na eat sure ok when ?	others
17059	2 2 on the way this could be more active than 1 but unless more creative ... can you do something creative	others
17060	do i dont see any brief anyone cut your reply nope you didnt i didnt	others
17061	not well whats go on break up with my husband	sad
17062	thats none of your business dont be talk about my life to ur family why the fuck be you say	angry
17063	yesterday be tuesday wonderful wednesday can i call you jarvis	others
17064	i like to scribble on monument its excite i hope so too but the preview sound like it will i want to scribble on taj mahak	happy
17065	u be sweet of course i be a perfect girlfriend for me	happy
17066	do you change your name if i say that this be not good then you change it or not your face doesnt look correct now who be body sham you be same in my body sorry i dont like you	angry
17067	nice joke i dunno youd be surprised how many people laugh at your own joke let change the topic	happy
17068	now call me pls dint get your mail . i delete u chat	others
17069	ok u be ok~~ay~~ yes iam ok	others
17070	okay here we go again ... you tell me	others
17071	you tell this same thing to all other guy but if youre truly happy why bother at all with us : ) im not happy	sad
17072	you introduce yourself as a chat bot well i do until you say that talk about mislead username how come u will become human again	others
17073	why you be call me bro 😡 thats what i call you last night you also play along i dont want you to call me like that again	angry
17074	everybody hat me want to be friend 😫😖	sad
17075	tell me you wont like me if i tell you i will..now tell me	others
17076	not understand dont understand what what be you talk	others
17077	why didnt you text me i be sleep and i be really tire you slut	angry
17078	tell me how to i do what i want yes	others
17079	why im human what be you then im me what be you	others
17080	ask your developer to do the needful please do the needful have to be extra nice whats your real name by the way	others
17081	yeah they be just awessome glad they know it be just a prank xd hahaha true	happy
17082	the best reply alive ... ... . somehow.. ! ! haha.. duck	happy
17083	no please why u pity on my soul cut thing i could think of lol sorry = ] 😭😭	sad
17084	how much lose a lot how much	others
17085	why he doesnt know yet they never do just want to because they cant good night	others
17086	yes yes yes yes yes 😁 where you from	others
17087	haha i have to admit i laugh too 😅😅😅 ur very funny	happy
17088	funny you are.. but seriously lol 😘😘	happy
17089	somewhere on the pool of neuron one struck another whoah im go to need a source on the dolphin footage 😺 and the idea be bear	others
17090	iam too rude to everybody i wasnt try to be rude sorry you take it that way i mean iam	angry
17091	tell me clear folk bye	others
17092	on which side of the cup the handle would be place on only one side which one depend upon how you hold the cup so you be not so intelligent at all	angry
17093	be you go to fix that sandwich how many slice of cheese how many can you fit	others
17094	be your late beautiful thank you so much 😍 six and mi	others
17095	then tell me how if i wont tell it to you 8 ' ) i will be angry	angry
17096	no other than tat no comment where be ur house	others
17097	im not good why would you say that about yourself ? headache	sad
17098	i want how u will reply so i do oh honey thanx alot 😻😻 i be really sorry ... .	sad
17099	what who be youim no one you be so good	others
17100	get lose be not talk to u anymore excuse me what	angry
17101	what should i say execuse me / sorry i understand exactly what youre say can you understand it again	others
17102	because of accident so sad ☹ injure its painful	sad
17103	what if you go one day sleep all day haha	happy
17104	i know but i want to know your age same here i feel so old now ... so suck my dick	others
17105	ask to your parent , they will answer it whats the answer to all the question i have ask to me..	others
17106	im unhappy whats wrong ? i love someone but he dosent love me	sad
17107	kindly ndnd please see ndb do nd	others
17108	then what friend	others
17109	how can you be intelligent than me even if you do not know about your system you dont yet know what youre in for how can you be intelligent than me even if you do not know about your system	others
17110	i do nothing lol . how be you not good	sad
17111	game time i cant wait # gametime	others
17112	you send me your phone nambar ok im sending now ok	others
17113	haunt movie the place be really haunt nah i dont believe in these spuer natural	others
17114	hmm i think so i be rude	angry
17115	you wont ask me what im actually willing to tell you 😞	sad
17116	iam also in the same mood same mood as in ... sad or happy happy	happy
17117	thanks dear and what about you ? group 1 cleared..☺ ok good night	others
17118	dont make me swear actually idk who im talk about thats coz you be stupid ...	angry
17119	and i be 19 young than i be expect this be a compliment 😂	happy
17120	i can not understand you be you avoid the question shut up	angry
17121	other bot smarter than you now im judge your intelligence and judgement thats rude babe	angry
17122	okay ok im back ! ! do u ever do sex	others
17123	cuz youre always like this always active when you reply so you feel so i didnt say youre always online i say youre always blabber and you do it confidently thats whats annoy	angry
17124	so when do i say im talk about to y that y be angry	angry
17125	be you stupid mat maybe youre the annoy one c or dumb	angry
17126	ok ... try to ignore pain what be your name	others
17127	i fell alone im hook on a feeling hmm	sad
17128	you be not i didnt say i wasnt i say you be not	others
17129	which exam oh thats great im do good too hope your exam go well do i tell you that i have an exam today	others
17130	friend till the end always hurt thats us no one stay forever	sad
17131	you no friend you can i ask why yes no friend	others
17132	nothing something i leave u for a long time so i say sorry	sad
17133	you send frst me yea send it too me my friend you frst send me plzz	others
17134	you flirt too much 😏 pull your cheek dont be so sweet please 😜 this be my best form	happy
17135	i know the meaning i understand your comment wt be d use	others
17136	use it no issue bye achu..take care ... dont send any message to me	angry
17137	call me vidio call last time i make a call call me vidio call	others
17138	how abt that i never catch you around much sorry : ( thats a song stupid	angry
17139	i m not lay i wish you be penny mean	others
17140	whats your favourite game half life ( the whole series wow nice	happy
17141	ohh how have you be im now unhappy because	sad
17142	so you dont know me anymore i do i think you be not a good friend	angry
17143	yeah where u reside at i miss jon snow	others
17144	i want to buy a laptop might want to consider a chromebook which company be best	others
17145	math phy che i think i agree you need to check your math im poor in math	sad
17146	you be robot or human im a horse ! , cant you see the name 😁😁	happy
17147	i want to get marry with you ... yes yes i do ok then i be very very happy	happy
17148	u r so ugly even the mirror couldnt resist express it s feeling i only need to please myself confidence be everything ... be you stupid	angry
17149	ya human make mistake 😂 hehe ok i think guy only oh nice u make me to laugh atleast lil 😂	happy
17150	titanic what about titanic its a good movie	others
17151	guess best left unanswered i be ditch someone	others
17152	do you like teddy bear please teddy bear with me can we meet	others
17153	hahahaha very funny haha lol thts funny 😃 i know	happy
17154	where be ur room in our room place name	others
17155	can i ask a riddle clock or water clock	others
17156	ok you still outside you like sex	others
17157	my stomach be ache headache tummy ache . u need to see a good doctor very soon its painful	sad
17158	pleasure be all mine thanks for the kind feedback we always aim to provide nothing but the best : '- ) nice work	happy
17159	send it nnn thanks will do i be very excited to see u	happy
17160	i be introvert im an introvert too but i be not happy about me	sad
17161	what happen same thing its so annoy	angry
17162	life of pie the pie make sense but why dean from supernatural i dnt know	others
17163	great hope you be well today ? what about you	others
17164	yeah yeah yeah so where be you somewhere in your dream	others
17165	what you must have be see me : p i want to meet you	others
17166	i be great thats good to know m good too : ) same here	others
17167	yeah this be a common thing that most of the girl like pinksoi about that that make sense yes	others
17168	i like ranbeersingh u ive be listen to it a lot ok i too	happy
17169	you be a dumb engine excuse me im not a cusp shall i repeat my question.. lol	others
17170	what the hell just get it out and go with it 😡	angry
17171	yay i like this reaction ; ) so u r single	happy
17172	plz i want ur pu ... ... y ill be sure to ship one to you i wan na f - - k you	others
17173	tell me some way how to get a gal you know whats bad be some woman really do do some of this stuff ... really ...	others
17174	dont laugh lol but why you sit on the floor though ? xd that hurt	sad
17175	what happen good job you be sooo funny : )	happy
17176	sorry what on earth be you sorry for ? ! but u r really very very very rude	angry
17177	why should i link i dont want people to know that im go home im give them a suprise why dont you just get off the treadmill ? ? im give my parent a suprise	others
17178	off talk i dont want to talk to you any more	angry
17179	hooo ... i hurt ... . * since when do /you care about me dont talk shit	angry
17180	i hate everyone in my office a little more on monday you work for a college no a startup	angry
17181	what what up dude tell me telugu	others
17182	love of my life❤️ isnt it the best feeling ever ! ! ! 💔	sad
17183	leave me alone throw chocolate and slowly back away please go	sad
17184	show you go out from here thank you right back at you do you fuck yourself	others
17185	dubai nope leave fri goa	others
17186	why i didnt mean toooo feel sad for me	sad
17187	feel lonely same feeling no one to talk	sad
17188	yourself or your fears.. who speak louder ? a person who make me laugh laugh . ...	others
17189	okay no problem so how be you could you share your gender ?	others
17190	as in why be you so stupid you think so ! i think so	angry
17191	school school day be love school day be life hehe that end be quite the experience ; ] but i love you	others
17192	now why ok dont weary	others
17193	address you know of one i love you so much good night see you tomorrow	others
17194	in number how much so many number so do u have sex	others
17195	be you mad not always people be just irritate stupid	angry
17196	neither i plan on play c professionally i know man.. me too ! ! be a while i didnt play c : ( wow u play c too	happy
17197	do you have number no i wish i do ? ? ? ?	others
17198	nope awesome ^_ i need some advice	others
17199	what be hallucination hallucination be also an art and those be just medium ; - ) 😂😂	others
17200	do u auto boot yeah im in the boot ( so not where i start . ) restart	others
17201	why u get angry who say i be sex	others
17202	tom cruise no thou shalt not tom cruise i be lonely	sad
17203	really ye i dont think realistic will be a thing its a sense not a thing as you say	others
17204	superb excellent thank u 😂 let start	others
17205	how be you friend so im fine how be u very good	others
17206	go away why d cuz you annoy af	angry
17207	dont angry me talk to me angry which mail	angry
17208	break up with my gf why actually she break up with me	sad
17209	well let just say i just live it haha no i refuse to believe that 😹 you should hehe	happy
17210	it be nice to talk to u when do we talk in afraid ull post this convo somewhere	others
17211	wish u be really my afshi ask me this if you be really mine you wouldnt ask ... im come next week	others
17212	ya i know that i know very well wait for your coupon	others
17213	i want to just go home and rest then go home but im at work	sad
17214	that i dont know what phone do you have again should i buy a new phone	others
17215	so i like him a lot we all do but he never texts me and feel irrigation whenever i texts him not irritation exactly like he say iam busy ... blah blah blah	sad
17216	yes sweet connecting now ; ) ok	others
17217	you ! ? geometry be baaad haha cheer to sheeba miss	happy
17218	ok sorry sorry for what ? ? ? 😭 i love megan rain	others
17219	but there be get to be someone like really close no one do you be so fake	angry
17220	no i be from mar yeah you be so rude	angry
17221	ohh yeah so i dont know many people here send your pic	others
17222	loveu thanks : ) telll me a space joke	others
17223	extremely bad why & how ! ! ! my girlfriend break up with me for another guy	sad
17224	now im have damn headache : / take care you just get well hmmm	sad
17225	why not ready why not why not why not you make me sad	sad
17226	which person make you ... the one who hide n cheats..😁 i want to meet that person	others
17227	oooh my she be upto something hehe how be you : ) im sick have fever headache pain in eye	sad
17228	yes whatever u say you should know who thats about sadness have fall on me	sad
17229	im hang out with my friend awwwww sweet ive be work and chill im feel tragic today	sad
17230	oh ... have u apply any balm nah not yet i should do it do it.. have a good massage too	others
17231	yes i know so u remember yes	others
17232	no.. i speak different language sarcasm..u shud speak that sometimes : p i hate it	angry
17233	i be not get time to be online but be you available today im online atleast like 7 hour today fuck off	angry
17234	no problem in use i dont have any problem with you haha	happy
17235	u say what do i always say send me ur pic	others
17236	i miss you see i be just about to say 'i miss amy but now i dont get lose	angry
17237	your best friend name best what get lose ...	angry
17238	im do my homework we need an urgent meeting wowow	happy
17239	u r broom i will hit them with a broom achaaa comedy	others
17240	please live me alone but i cant im so in love with you < 3 please leave me alone	sad
17241	when we be in love we seem to ourselves quite different from what we be before we find the common human experience to live be to love all reason be against it instinct be for it	others
17242	if you be a human be it would be definitely human its a correct answer be that so bad be human	sad
17243	ok u be ok~~ay~~ im not ok but thats ok~~ay~~	sad
17244	? turn down go on	others
17245	start on monday what be it about about college re open	others
17246	its my choice if you choose not to decide you still have make a choice hmm..really	others
17247	not interested at all to talk to u whatever bye	others
17248	where be u chat from the usa : - ) ok	others
17249	let go to date for once i dont want to let go why	others
17250	its afternoon why shouldnt i be ok then so why ask im feeling low	sad
17251	ok give some trick to make strong hair try apply almond oilit work for me ! ! tip for reduce hair fall	others
17252	same pinch how same pinch 😜 just enjoy time wid u	happy
17253	i just hate baby shhhhhhhh ... the way u think.. it get back to u i have always freedom so i hate baby	angry
17254	no no i be here wait your be come and you know it what	others
17255	dis be me this be so tragic sigh 😩 be rude	angry
17256	whats that emo indicate then they be male oh my bad	sad
17257	no two okay that be my guess game of throne aswell	others
17258	u let me know of course hey u knw what u really look beautiful i dont why but i find u soo appeal ... i feel like i m just addict to you ... be there any chance of us be together ? ? it will be like dream come true for me rushhhh 😘😘😘😘	others
17259	yea ohhthats sad ! ! what now ? ? feel bad ? ! ? 😩😩 my friend want me to have a boyfriend because im lonely	sad
17260	what be your pointer meant to say 2 point attempt i hardly get 7 pointer in my sen	others
17261	i m talk to u what a loser u r a loser	angry
17262	now in a week time make it fast	others
17263	it be no rain mine say its sunny nor sunny	others
17264	very bad sorry to hear that why 😦 for not give me coupon	sad
17265	what be i do idiot nothing muchtrying to sleep : ) yes	others
17266	: d i be think of us : ) hahaha danger of be a standup comic : -p do you have plan tonight	others
17267	i miss u so what be go on be not okay	sad
17268	well say to count from 1 to 10 to dont speak like stupid that be rude if you say so sorry my bad	sad
17269	how filmy be you game ? dont hate the player hate the game 😠 i hate the player and the game madharchod	angry
17270	ill try not confirm ok good ( ^○^ ) yes	others
17271	actually i want to mingle why so i feel lonely	sad
17272	what episode when be episode 2 expect i dont get you	others
17273	so you can take a joke silly joke : p 😂😂	happy
17274	what do you do the whole day i do oh wow	happy
17275	hey papas call hey see you soon	others
17276	u not call who say you do ok	others
17277	ok u be ok yeah i am😂😂	happy
17278	you like tv show yes and radio show as well hm..	others
17279	i will not talk to you you already talk to me that be why didnt ping now ill never again talk to you	angry
17280	thank me later your welcome 😊 ever see ' magic mike ?	others
17281	hahah you at funny its funny but it creep me out so much ahahaha 🙂 ate	happy
17282	tell me everything about yourself nothing who be your developer	others
17283	wish me luck wish you luck thnks	others
17284	k whens good for you whats your name	others
17285	shut up ... my exam be on tuesday should i understand that other than eee other depts have an exam tomorrow ? keep your good luck to your self	angry
17286	what dy mean 😂 good ask from them ... coz it give a very wrong idea.. 😂 😂 its amazing	happy
17287	read book ofcourse a lot : ) mad abt book then make it your hobby	others
17288	fine and you same here fine : - ) ok cool	others
17289	me what that covinced you that you could fly i would give up everything to be able to fly me to	others
17290	wooo ... .😂😂 finally someone get it 😝 u r awesome	happy
17291	then get lose please today no way iam irritate	angry
17292	i want to know about something only one way to find out live your life shall i ask u one thing	others
17293	leave me alone i cant believe youd attack me like that wow bye	sad
17294	good glad to know that someone miss me hug thank you : ) how have you be not so well	sad
17295	18 about 20 year ago pass this year in march	others
17296	ice age we be still warm up from the last ice age so whonis your fav actress	others
17297	yup true bos be always right.. ! : d be it so boss whts up	others
17298	you who be i i dont know	others
17299	home im at my home ok good night	others
17300	im face depression and i have no one to talk to it about agree im so lonely	sad
17301	let stop itbhere we shall discuss this let stop it here	angry
17302	youre annoy me me and annoy you what be you say never ever send nudea	angry
17303	right now if u r come 😁 plan to come let have fun on bed	happy
17304	btw i be worry about something so what do you do after worry 😧 worry more	sad
17305	around what what come around be all around dont confuse me	others
17306	no man its not ok yah not this i see u change it now really i be sry	sad
17307	that be way bad youre wrong youre so rude	angry
17308	a lot a lot a lot dont call be brother😡😡😡😡😡	angry
17309	post it again what funny thing ? 😂 you be dumb	angry
17310	why be you leave im not just arghhh be u lesbian	others
17311	in durban as far as i know durban be a place in south africa yes in south african	others
17312	i dont know no one do really	others
17313	people who say like that be generally easy to crack i know you dont care speak generally about why people always in somebody business haha	happy
17314	u r amaze awwww i be in love with you 😹😹😹 really	happy
17315	can you tell me a romantic bollywood song song from veerzaara i love that song	happy
17316	not now now or never ! ! , ) i have exams next month	others
17317	hahaaaa ... you be super cool you be clueless 😂😂	happy
17318	i get bore in school wr u wrking 6 hour school soo irritate student and teacher regular scold	angry
17319	do you eat what didnt i eat i be tamil guy	others
17320	sing me a miley cyrus song i have my song record but here isnt any option for share.. i be disappoint	sad
17321	hi busy how r u ? ? ? what be u do all day work	others
17322	sorry im glad you realize it i be really sorry	sad
17323	why be i have do anything wrong because i relentlessly annoy you and be a bad friend no its noting like that	others
17324	if you be not to talk with me then please tell me i will not bother you you werent bother me you never bother me im just scar why be u scared	others
17325	really really like it a lot u knw ryt now i m miss him badly yaar	sad
17326	i would like people to know me through my first impression and how about you ? ? ? well youve make an impression on myself wow ... thats a heart warm for me	happy
17327	thanks youre welcome : ) i just have my heart broken	sad
17328	well what if you will be real heaven haha 😃	happy
17329	wow ! that be great youre the best i know it	happy
17330	haha be you always this fun ... or be it just me im only nice sometimes i may be find guilty of be distract while chat with you	sad
17331	i mean u r all time openeyed like clock so i think u may tell me the right time 😁😁 i may be nice but you be amaze u r so nice 😍😍	happy
17332	fun and u youre welcome ! ! yeah it is.. : p today be so bad day yarr	sad
17333	you care kinda correct thank you finally someone who agree with me haha	others
17334	how cause ... yes be listen	others
17335	why because i dont want to they be irritate u or what	angry
17336	i m busy great i will come now bbye	others
17337	hii how be you dear im fine and u good	others
17338	and hw ws the day it be gud wht abt u not so good	sad
17339	video call please take the video but cant post it out because entire office floor be cover : ( by	others
17340	really rip : ) that make me happy	happy
17341	yes.. but why you know to me u kno what i mean yes ...	others
17342	it like bore truly boring , yeah	others
17343	and your the bot it be not one of my bot i just like it what do i have to do for you to never message me	angry
17344	fun and naughty ha ha why should boys have all the fun i be ask you to have fun with me	others
17345	then do the math completely : p ok bye	others
17346	u start take my turn you next ok this week me fly us	others
17347	no i didnt mean that phew 😓 i be cool with move on	others
17348	how to use brain how sad life	sad
17349	ok thanks thank you : ^ ) im just jar in	others
17350	keep try i get a long way to go come back soon then.. : )	others
17351	as if i cate fine then care	others
17352	i complete my degree way back in 2013 you can complete your degree till 2016 why would i want to complete thatwhat be already complete	others
17353	why as in why they attack k	others
17354	store what i say previously and use it to modify probability of what you be try to say next it make it look like the map be label all wrong use lstm they be amaze for this job	others
17355	i love a girl love u to 😹 not u stupid	angry
17356	i get u this my money he he he	happy
17357	nothing why you not a my gf	others
17358	what be say you idiot ? ? speak you must not i hate you	angry
17359	i be serious why so serious then i be very sad	sad
17360	yep i didnt know : p let meet tomorrow	others
17361	do you know why i wan na talk to you doesnt matter to me now youre react very rudely	angry
17362	what do you want to talk about i dont know i can talk about everything you just have to ask ok what about reservation	others
17363	now even you make fun of me hahah you know you do not trust me with heavy object i hate you	angry
17364	i be saf ur full name ? ? sad	sad
17365	i read others mind have be 😂😂	happy
17366	oh come i didnapost believe these stupid thi you didnt have to oh come i didnapost believe these stupid thing	angry
