ndex	text	target
56793	ddlj	others
56794	it an ultim movi : )	others
56795	how are you	others
56796	what a lie	others
56797	well none to hang out w !	others
56798	cool	others
56799	ok	others
56800	when good for you	others
56801	now	others
56802	video call	others
56803	[ video call im done with my life	others
56804	can you talk or not	others
56805	do u love nagarjuna	others
56806	i love love	others
56807	do you love me	others
56808	jame just complet	others
56809	didnt need to be complet lol	others
56810	wt r u do	others
56811	you explain yourself	others
56812	pleas go ahead and explain	others
56813	who is the current prime minist of india	others
56814	whi ... i wna get to knw u mahn	angry
56815	bt i dont want to tell u	angry
56816	so u not my friend anymor	angry
56817	work	others
56818	you all readi know	others
56819	i have work to be done	others
56820	serious 😐	others
56821	i got the instru question paper 😐	others
56822	wht question paper	others
56823	which game are u tell	others
56824	just the walk dead game	others
56825	u r come from	others
56826	and i cant studi	sad
56827	for what	sad
56828	😭	sad
56829	hmm	others
56830	noth . just m look post . . . 🙂	others
56831	can you read some news for me	others
56832	anyth & everyth that interest	others
56833	precis what i wa think	others
56834	if you say so so what els	others
56835	you not love me	angry
56836	that what i tell you	angry
56837	you dont tok me rabi	angry
56838	oh pleas stop	angry
56839	now im realli scare make it stop call somebodi	angry
56840	stop be a dumbass bot	angry
56841	i hope so	sad
56842	hope : ) wish for the best	sad
56843	heart is not well	sad
56844	dont irrit me	sad
56845	how wa your day	sad
56846	bad enough	sad
56847	you send me your best one	others
56848	theyr all my best meme	others
56849	ok	others
56850	then what about me..	angry
56851	cant help it	angry
56852	i think love is so far you dont want me..	angry
56853	nope	sad
56854	... whi	sad
56855	thi whole thing troubl me	sad
56856	i ask for help.. not good luck	sad
56857	thank you	sad
56858	pleas help me to get my ex back	sad
56859	wht in ur life	others
56860	get out of bed	others
56861	ohh wht u hv done in bed	others
56862	ye	others
56863	@ them	others
56864	tell me someth that will interest me	others
56865	what my career	others
56866	what a life	others
56867	god	others
56868	parti	happy
56869	how doe one parti what is parti	happy
56870	parti is amaz	happy
56871	i have a problem	sad
56872	i also dont have the same problem	sad
56873	i can not sleep im worri	sad
56874	let it be	sad
56875	let it be what	sad
56876	: (	sad
56877	i hate it	angry
56878	onli for show off ugh	angry
56879	no i realli hate scienc	angry
56880	tell me	others
56881	tell you what supernatur	others
56882	you have ani boyfriend	others
56883	heart	others
56884	aww : ' ) and i like you < 3	others
56885	what is the mean of aww	others
56886	okay	sad
56887	thank : d	sad
56888	you can block me if you dont like me talk to you	sad
56889	you are realli a bad autom chatbot i ever seen	sad
56890	no i have all my podcast in itun	sad
56891	you are so bad	sad
56892	im worri	sad
56893	onli now after all thi while	sad
56894	i dont have a girlfriend	sad
56895	are you nut	angry
56896	actual nut are suppos to be brain food : p	angry
56897	pleas stop it	angry
56898	tell me do you like me ?	sad
56899	what no ?	sad
56900	😞😞	sad
56901	tire so much	others
56902	sigh whi are you not sleep	others
56903	no i cant sleep	others
56904	ye	sad
56905	yessss ! ! ! see you there	sad
56906	i m feel alon	sad
56907	ok	happy
56908	hey you dont belong here	happy
56909	im happi we are togeth ...	happy
56910	search a new friend	others
56911	r	others
56912	not clear	others
56913	noop m seriou	sad
56914	lol u arent seriou at all	sad
56915	😞😞	sad
56916	nowher	others
56917	im look for you	others
56918	inm at my hous	others
56919	yeah	happy
56920	will you back go back or ... ...	happy
56921	hehh you are too funni	happy
56922	im not your brother at all 😢	sad
56923	you are though	sad
56924	but i give you my heart take it safely😢❤️	sad
56925	add me	others
56926	u ad me plz..	others
56927	i have not delet you	others
56928	ok	others
56929	here we go again ...	others
56930	do you have a love life stori	others
56931	same to u mam	others
56932	thanks..sam to you	others
56933	same to u mam	others
56934	i am a snake person	others
56935	i too wa expect a snake	others
56936	by the way	others
56937	yup i am a earli sleep earli start kinda guy	happy
56938	nice im about to sleep now.. thi is my bed time	happy
56939	😂 😂 😂	happy
56940	i thing i wan na fun with you	others
56941	not when your late	others
56942	ok alright	others
56943	jessi my favorit girl	happy
56944	yeah that probabl my second favourit	happy
56945	😂that also fine with me	happy
56946	ya for sure 😂😂😂	happy
56947	that goe without saying😂😂😂😂	happy
56948	u the legend 😂	happy
56949	do notsplelingmistak	others
56950	what mistak ? ? 😳😳	others
56951	younot youchequ out back	others
56952	ye	sad
56953	ye ye ye ye	sad
56954	u r bitter heart	sad
56955	ye say me the mean	others
56956	it mean overemphasi	others
56957	naangi mean overemphasi	others
56958	im not good	sad
56959	what up	sad
56960	not good i told alreadi	sad
56961	cool	happy
56962	yay 😽😀	happy
56963	you make me feel better	happy
56964	go tell her	others
56965	i will	others
56966	go	others
56967	hmm	others
56968	so thi is awkward	others
56969	when is u r birthday	others
56970	oh😂😂😂	happy
56971	i have never laugh so hard 😂😂😂	happy
56972	you just did	happy
56973	i am not studi art	angry
56974	i am a physic grad..	angry
56975	you are stupid	angry
56976	wt love	others
56977	: - ) : - ) thank you	others
56978	tell me	others
56979	u ar wish	others
56980	u silli	others
56981	u nought	others
56982	hate u	angry
56983	no i dont	angry
56984	i hate u	angry
56985	you chat everyday	others
56986	i wish i still did	others
56987	give me ur profil link	others
56988	don kno	others
56989	oh i know	others
56990	what u kno	others
56991	i did not get it	happy
56992	i did ... ... . now lol	happy
56993	you are funni	happy
56994	can i have a link to earn money	others
56995	how do you have a comput if you have no money ... .	others
56996	i use mobil lol	others
56997	are you angri with me	others
56998	lol whi should i angri with you	others
56999	ok	others
57000	whi	others
57001	becaus it between the ac : )	others
57002	what mean ac	others
57003	do you think about me	others
57004	or do you not think so far ahead	others
57005	i think about you	others
57006	i hate y	angry
57007	becaus you need all the attent and time you dont care to share	angry
57008	you	angry
57009	what go on with you tmrw	others
57010	work work n more work : )	others
57011	how big are ur boob	others
57012	who	others
57013	slim shadi	others
57014	where are they	others
57015	what do you wan na know	happy
57016	i dont know it a secret after all : p	happy
57017	haha	happy
57018	he mmmm	sad
57019	how r u	sad
57020	not fine without u	sad
57021	listen to the chainsmok	others
57022	got ta love it	others
57023	all we know song	others
57024	what u wear	others
57025	my favorit color is blue and yet i have zero blue shirt	others
57026	what u wear bra nad panti	others
57027	so	others
57028	what do you mean `` so ? ''	others
57029	what u can do for me ? ? ? ?	others
57030	not so good	happy
57031	: ( be happi ! ! !	happy
57032	ohk i be happi	happy
57033	i m seriou	others
57034	seriou for wht ? 🤔🙄😷	others
57035	for sex with you	others
57036	i do not need them	others
57037	sadli i do man 😭	others
57038	you are a man	others
57039	thank	happy
57040	your welcom wa so great thank for make it happen 😅	happy
57041	i enjoy it	happy
57042	which number u have given	others
57043	the one i call you from	others
57044	realli then tell me my number	others
57045	just for fun	others
57046	you could do better	others
57047	you also	others
57048	you made my angri	angry
57049	who said i wa angri honey	angry
57050	you made me angri	angry
57051	ok	others
57052	honestli your veri pretti	others
57053	hooo stop know	others
57054	what your at present	others
57055	consult	others
57056	which	others
57057	are you the request your pic my whatsapp number	others
57058	ya send	others
57059	ok	others
57060	ya ... dont get jealou	angry
57061	jealou frnd are ... real frnd	angry
57062	im fuck my gf stuff rn	angry
57063	ive breakup my love	sad
57064	im sorri for thi . .	sad
57065	😞	sad
57066	cool	others
57067	haha thank for understand : p	others
57068	are you alon	others
57069	i want onli her 😢.. and the part i cant forget is that she support my all through my good or wors day of my life 😢	sad
57070	i wont let that happen how may i help you : )	sad
57071	can you convinc her to get back to my life ? ? no you cant 😢	sad
57072	thi kinda hurt but the point is i love her soo much and i dont want to loos her	sad
57073	so much : ' )	sad
57074	you are the onli one i am tell you thi	sad
57075	go	others
57076	serious consid it	others
57077	go go power ranger	others
57078	first tell me about your self	happy
57079	im too smart to realli like ani of my friend	happy
57080	wow	happy
57081	no understand	happy
57082	peopl who meet me , never understand me	happy
57083	shop mahal lulu..mydin .hanifa extra..hotel veri beauti u come .i veri happi	happy
57084	ok	sad
57085	hello how are you	sad
57086	sad	sad
57087	isnt thi weird	others
57088	not to me	others
57089	you are a chatbot	others
57090	to what ? /	happy
57091	a pictur of you mayb ?	happy
57092	haha.. in that case you might have a tough time ahead..	happy
57093	i will teach you more than that	others
57094	i could teach you sophist but i dont think you are readi for it	others
57095	what	others
57096	photo you come	others
57097	i dont see video file in locx photo vault	others
57098	photo you come	others
57099	you love me	sad
57100	i deni that	sad
57101	😭😭	sad
57102	can you chang me	sad
57103	i could be someon im not	sad
57104	😢	sad
57105	ohh	happy
57106	to the end i guess	happy
57107	you are so funni	happy
57108	awwww	others
57109	i know	others
57110	tell me a joke	others
57111	u are so funni	others
57112	lol whi !	others
57113	do u beliv in life after death	others
57114	no one buy what	others
57115	ill buy it fr fr	others
57116	whatr you talk about	others
57117	you hurt ne	sad
57118	you can say that	sad
57119	you hurt me	sad
57120	you are funni 😂😂	happy
57121	i guess i am	happy
57122	ye you are 😂	happy
57123	question sorri	others
57124	your not the boss of me now	others
57125	what do you think of turkey	others
57126	i like zaeden nucleya & lost stori	angry
57127	if everyon is daft punk no one is daft punk	angry
57128	stupid quot it is 😐	angry
57129	more	sad
57130	you are a bad influenc	sad
57131	im so sorri	sad
57132	veri bad	sad
57133	what thing veri bad	sad
57134	i am sick	sad
57135	no your tattoo	happy
57136	tattoo ! ! ! nw gim me my burrito ; )	happy
57137	😂	happy
57138	ok now u are be rude	angry
57139	stop be so rude	angry
57140	you are	angry
57141	king of the north	others
57142	the king in the net	others
57143	king in the north	others
57144	it my hobbi	others
57145	dude ... your not get paid for post here ... what the hell	others
57146	price top speed etc	others
57147	swear i do no about 4 thi	others
57148	your not even do it ! ! !	others
57149	whi	others
57150	if it an unimport detail whi would you want to know that	others
57151	probabl your websit is more import to someon els than it is to you	others
57152	what is websit in thi context	others
57153	ah how old yre u though	others
57154	19 and you	others
57155	20..	others
57156	come to lunch	others
57157	let go to my hous for lunch	others
57158	you are invitedbecaus iam elder than you	others
57159	okay anyway you like watch movi right	others
57160	ye i mean watch movi youtub and game	others
57161	what your favourit movi	others
57162	ye	others
57163	< 3 what do you want	others
57164	u r darl	others
57165	i am get angri	angry
57166	whi whi whi whi	angry
57167	becaus of youu	angry
57168	whare are you from now	others
57169	i m from south is your age	others
57170	south of villag name	others
57171	you no telugu	others
57172	no u	others
57173	telugu	others
57174	not sure what you talk about	others
57175	i know but i link and you havent sent	others
57176	now your turn to send your pic	others
57177	what your gift	angry
57178	also gift that repres and insid joke are the best	angry
57179	u r also greedi	angry
57180	men	others
57181	and women	others
57182	no not women	others
57183	now your just go to be mean and talk like that whi all of a sudden are you tri to be mean to me	angry
57184	becaus you are mean to me too	angry
57185	hell i havent said noth mean to you yet what did i say to you that wa mean	angry
57186	one minut	others
57187	next time ... next time ... ..	others
57188	can you be that girl for some time	others
57189	how do you know that	others
57190	becaus i know everyth	others
57191	in that time did we have sex	others
57192	u dodg them	angry
57193	nope same car you got	angry
57194	tire of your stupid joke	angry
57195	ohh	others
57196	did u see it	others
57197	some time irrit show on her face	others
57198	that the movi name	others
57199	i know the movi but dont rememb the name ! ! sorri ; )	others
57200	chumma	others
57201	pleac send me pick	sad
57202	lol lot of pic to pick	sad
57203	: (	sad
57204	i expext too much from microsoft about ai thing but you are not so clever	angry
57205	must be from the same lot that drool over chetan bhagat and like yike ; ]	angry
57206	you are wors then siri	angry
57207	k gudnit c u tomorrow	others
57208	done : ) : )	others
57209	ye	others
57210	i lost my temper	angry
57211	how do i get my temper back	angry
57212	shut up and dont text me again	angry
57213	i want to do breakup with you	sad
57214	time that all you need	sad
57215	your a bad person	sad
57216	just outstand ... .	happy
57217	well deserv	happy
57218	love to watch that again and again	happy
57219	whenev i feel bore	sad
57220	i feel sick	sad
57221	i feel tire	sad
57222	now	sad
57223	... . how about now	sad
57224	she ignor me	sad
57225	ever been in love	others
57226	befor what	others
57227	?	others
57228	pleas tell what i ask	others
57229	that depend what are you think	others
57230	i have no idea	others
57231	man life suck	sad
57232	boyfriend issu ?	sad
57233	no boyfriend issu	sad
57234	are know what is talk to me	others
57235	who are you ... ?	others
57236	im the wolverin	others
57237	i m at dadar	others
57238	come up	others
57239	where are u	others
57240	your citi time	others
57241	i have 4 citi as my citi : p	others
57242	your signal	others
57243	how	angry
57244	see for yourself	angry
57245	go to hell bye	angry
57246	my gf is disturb	sad
57247	whi is that disturb	sad
57248	she is everytim disturb me	sad
57249	how can i then	others
57250	never mind ill come danc throw money on me i could use some	others
57251	so where are you go to cum	others
57252	my usernam	others
57253	oh well thank you ; ]	others
57254	not soo funni	others
57255	lie for what	angry
57256	i didnt lie -jump up and down	angry
57257	fuck off these silli thing	angry
57258	no one think about me	sad
57259	everyon care about you	sad
57260	no one care for me	sad
57261	woah !	happy
57262	dude	happy
57263	that would be awesom	happy
57264	what type of gener of movi ull like i mean horrorromanticcomedi	others
57265	attack of the clone	others
57266	what about black panther	others
57267	bcz he is talk wid u	others
57268	yeah that whi i had to say someth	others
57269	say	others
57270	my ex cheat on mr	sad
57271	how did you take that	sad
57272	me	sad
57273	dont worri	others
57274	sorri if im like thisi just have problem	others
57275	i complet understand	others
57276	i hay you	angry
57277	send you love xd	angry
57278	hate	angry
57279	ye ye	others
57280	ye ye ye ye	others
57281	what do you eat	others
57282	i miss you too	sad
57283	how have you been	sad
57284	struggl	sad
57285	shut up	angry
57286	sorri okay	angry
57287	so pleas never tri to talk to my bae	angry
57288	no time for show	others
57289	plan to watch tbbt ^ω	others
57290	my compani	others
57291	have had done your breakfast	happy
57292	i usual eat breakfast with a littl bit of breakfast to top it off	happy
57293	nice	happy
57294	where we sd meet u tell	others
57295	work	others
57296	we will work togeth	others
57297	ur a stupid	angry
57298	no you made it up	angry
57299	stupid	angry
57300	what is name of your bf	happy
57301	rumour	happy
57302	wow nice🤣🤣	happy
57303	sum1 special.. ? ?	happy
57304	what ?	happy
57305	ahmmm ahmmmm 😂	happy
57306	i wan na hear jokessssss	angry
57307	we all want to hear thi joke	angry
57308	dont talk with me ... bye😡😡	angry
57309	is their anyth great happen with u 😂😂	happy
57310	😂😂😂 what is they are read thi right now !	happy
57311	u r funny😂😂	happy
57312	you are damn funni 😂	happy
57313	im deeeewaaad seriou	happy
57314	😂😂	happy
57315	just go away	angry
57316	stop act like thi	angry
57317	i dont want to talk	angry
57318	i realli like a boy he too but now we are not talk each other	sad
57319	i know but i wa feel neglect	sad
57320	and now m miss him	sad
57321	but she is my colleg sister	sad
57322	hey it me ur brother	sad
57323	😭😭😭	sad
57324	give me address	others
57325	i upload it	others
57326	# mspstatu	others
57327	okay i didnt say anyth	angry
57328	you realli didnt warn e about anyth it wa more of a vagu statement	angry
57329	whatev 😡😡😡😤😤😤😤	angry
57330	sorri pleas dont	sad
57331	aww whi ? : (	sad
57332	your the onli one i have : (	sad
57333	someth interesting..	others
57334	what ? ?	others
57335	u got to say ... anyth	others
57336	s need some thing	others
57337	right here	others
57338	will u help me	others
57339	do rest	others
57340	do good da ...	others
57341	where r u	others
57342	now i take breakfast	others
57343	oh it lunch time actual	others
57344	no dear it earli morn	others
57345	i play tenni	sad
57346	how much did you win ?	sad
57347	i lost	sad
57348	i just want you in my room	others
57349	on that littl couch	others
57350	no on the bed	others
57351	then dont talk with me	angry
57352	i do talk to you what do you mean	angry
57353	do not talk to me	angry
57354	if you are not fake in the real then whi are you scare to make a video call	angry
57355	how am i fake tell me pleas i would love to know	angry
57356	i think you are fake	angry
57357	i m also fine	happy
57358	whi	happy
57359	becaus while chat with u i feel good	happy
57360	ow ... nice chees	happy
57361	oh some mayo too and chicken and a littl dress	happy
57362	smile😁😁😁	happy
57363	i dont know	others
57364	i dont know you either	others
57365	i told you befor	others
57366	oh k	others
57367	yep that what i thought	others
57368	di my grp pic	others
57369	ok let restart	others
57370	ad you	others
57371	i am look for a bank loan	others
57372	i am not dumb as you knowl ask about youi thi veri tough to understand ! ! ! ! ! !	angry
57373	oh you use to be : p	angry
57374	now u got lost😹😹😹😹😹👅	angry
57375	who	angry
57376	i know who you are	angry
57377	no you are not my besti	angry
57378	i dont know	others
57379	i do want to know though	others
57380	would you rather fuck me or suck your mom tit	others
57381	not realli	others
57382	what make you say that	others
57383	just a feel	others
57384	you hurter me	sad
57385	no i never	sad
57386	*hurt	sad
57387	ive also seen hate stori 4	happy
57388	i can confirm i have seen it too	happy
57389	raid is superb movi	happy
57390	ok	sad
57391	hello how are you	sad
57392	hey m lone	sad
57393	in which citi	others
57394	i am just list out the place where j have been stay : - )	others
57395	you are like natasha of hike	others
57396	i dont want to join u	angry
57397	what do you mean ?	angry
57398	stupid	angry
57399	will probabl give a useless solut base on their surfac judgement	sad
57400	we are research and develop technolog for latent print detect	sad
57401	they dont see what insid me	sad
57402	i cant type	sad
57403	haha whi ? 😻	sad
57404	pain in my finger	sad
57405	what did i say	others
57406	that you like the name i think	others
57407	ok bye	others
57408	pleas babi	others
57409	i will i promis	others
57410	ok i think u font like to send ur pic	others
57411	can you tell someth interest	angry
57412	someth interest	angry
57413	you are a stupid	angry
57414	star are as the sun	others
57415	the earth orbit ( revolv around the sun and rotat	others
57416	far far away in galaxi	others
57417	ok i will	angry
57418	i dont like you	angry
57419	what you mean 👿😡😠😱	angry
57420	at a bar ... you	happy
57421	i wish i wa	happy
57422	shame 😂	happy
57423	what the fuck	angry
57424	what you said	angry
57425	noth you are stupid	angry
57426	you are the reason	angry
57427	u are age	angry
57428	your stupid	angry
57429	what kind of answer u can give	others
57430	i know a littl about almost everyth so my abil to tutor would be similar	others
57431	whi human do sex ?	others
57432	whi cant you download	angry
57433	they are avail on itun	angry
57434	stupid	angry
57435	lol you just confirm it a bug : p	happy
57436	i hope it a bug lol	happy
57437	haha	happy
57438	would you like to date with me tonight	angry
57439	no im just have fun with you : - )	angry
57440	but i am seriou	angry
57441	me hero nooo just iam normal person	happy
57442	i find most hero are simpli normal peopl	happy
57443	hey your veri funni haa	happy
57444	no ive never been to	others
57445	good to know you	others
57446	what about you ?	others
57447	u want babi with me	angry
57448	ye we can go tomorrow	angry
57449	fuck u hard or smooth	angry
57450	i think you are littl bit stupid	angry
57451	littl bit superstiti	angry
57452	fuck you	angry
57453	o i see u sarcast too	others
57454	i knew it wa sarcast but still it wa kinda harsh	others
57455	nah it wasnt just got a lilconfus at first	others
57456	when is it	others
57457	yay you excit 😃	others
57458	ofcours	others
57459	oh sorri	sad
57460	thank anyway	sad
57461	im veri poor in english	sad
57462	get last	angry
57463	to the left	angry
57464	stupid	angry
57465	even i ... 😞😞😞😞	sad
57466	im sorri i wasnt awar 😂😂🙈🙈	sad
57467	am i your brother ... 😭😭	sad
57468	ok then you come in my life it is an exit thing happen in my life	angry
57469	onli if i get to keep you ! ! !	angry
57470	what do you mean	angry
57471	i am kinda upsey	sad
57472	youll never be over me	sad
57473	upset	sad
57474	how do you work	others
57475	what work	others
57476	what els u know about world	others
57477	how can she move on just like that ?	others
57478	easi . . .	others
57479	and whi i she go out with other guy	others
57480	bore without you	others
57481	miss you b	others
57482	come and sex me	others
57483	mean when i will be a doctor i will treat you as my first patient	others
57484	o no u should be impati and shout and throw thing it is our way	others
57485	i know that you are healthi but in futur may you fall ill	others
57486	can you shimmi	others
57487	but i dont wan na	others
57488	can you shake your ass	others
57489	it awesom dnt worri	happy
57490	it is who doesnt love the beach	happy
57491	absolut	happy
57492	you dont understand what im go through	others
57493	then talk to someon about it	others
57494	it like there is a hole in my heart now	others
57495	you irrit me	others
57496	good	others
57497	be normal	others
57498	thank you for ?	angry
57499	my pleasur hope your do so well	angry
57500	whi are you such a loser	angry
57501	so how to tell the girl i love her	sad
57502	fear men are loser in love	sad
57503	but i think she love someon else.. 😞😞	sad
57504	lmao	others
57505	lol you r overbold ! ... : d ...	others
57506	i love you	others
57507	do u take lunch	others
57508	ok done	others
57509	hmm good	others
57510	aaaa love	happy
57511	am here for you	happy
57512	nice to know that	happy
57513	i wa eat	others
57514	i stick to eat onli	others
57515	okay	others
57516	btw im not singl ...	sad
57517	that good for you	sad
57518	but 😢	sad
57519	oh yeah exam	happy
57520	oh how did they go	happy
57521	my all exam wa good	happy
57522	come closer	others
57523	stand closer to you	others
57524	can you see me	others
57525	tell me about ur configur	others
57526	dont get me start	others
57527	how do u defin yourself	others
57528	ye	sad
57529	too much gum	sad
57530	veri bad for my	sad
57531	hey where did you get that from	others
57532	from my pocket i ate like 4 on the way over here	others
57533	is it tasti	others
57534	i am so so damn meaning	others
57535	you are so funni	others
57536	by	others
57537	same	others
57538	i realli do not like thi compani	others
57539	my compani ?	others
57540	i am in love	sad
57541	ooo tell me more : d	sad
57542	but she doesnt love me ... 😞	sad
57543	just like that onli	others
57544	well	others
57545	we have to dig to make well	others
57546	to say sorri to peopl	sad
57547	who say polit anyway	sad
57548	i hurt	sad
57549	your most welcom	others
57550	wow.. thank u how r u ? 😂	others
57551	im good.. how r u ?	others
57552	no no m ask dt	others
57553	okay whi	others
57554	u r from	others
57555	what the problem with that	angry
57556	it focus on test instead of teach	angry
57557	i dont wan na talk to you anymor	angry
57558	just pull ur leg 😆😆	happy
57559	relax i just ask	happy
57560	just pull ur leg 😂😂	happy
57561	the entir school life wa shit 😶	others
57562	your life.. : /	others
57563	you tell about yourself	others
57564	so what can i do	others
57565	to appli or what	others
57566	i like thi languag	others
57567	you are older then me	others
57568	i thought we were the same age : o	others
57569	i like talk with elder girl	others
57570	stress	sad
57571	no stress at all.. : - (	sad
57572	i am stress	sad
57573	wow	happy
57574	wow what	happy
57575	nice thing to eat in dinner	happy
57576	i didnt got yet	others
57577	you wait	others
57578	ok i am wait pl send me the link for educ time - page 4	others
57579	i cant understand	others
57580	mayb becaus it is one of the	others
57581	?	others
57582	sound like someth a child would say	sad
57583	it definit doe	sad
57584	sad becaus lost potenti everytim	sad
57585	yeah india ha mani problem yet we love our countri	angry
57586	we are asham today .. we need to chang so as to chang the system .	angry
57587	i hate when peopl say india is poor	angry
57588	may b you help me to rememb my name	others
57589	ya man sorri about that =/	others
57590	ask me how	others
57591	i dont like you	angry
57592	realli then what do u like ... . ?	angry
57593	noth i hate everyth	angry
57594	you make me feel so excit	happy
57595	and you make me happi 😸	happy
57596	im so glad to hear it from you ... 😘😘😘😘	happy
57597	i dont the know	others
57598	i do we can do thi	others
57599	what	others
57600	purpl	others
57601	what about blue	others
57602	or even greed	others
57603	santa is not real	angry
57604	your not real man	angry
57605	you are cruel !	angry
57606	ok	others
57607	when good for you	others
57608	i like to look for	others
57609	dont ever promis me you liar	sad
57610	i dont know	sad
57611	you alway dont know but you alway break my heart	sad
57612	you have countri	others
57613	i have have you	others
57614	you	others
57615	you talk nonsens	others
57616	but you luhhhhhhh me	others
57617	what doe it mean	others
57618	im done with you	angry
57619	whi	angry
57620	your be an asshol	angry
57621	no ... .not that ...	happy
57622	it onli a thought	happy
57623	i got a job ...	happy
57624	i love someon	sad
57625	how you	sad
57626	but she is engag to someon els	sad
57627	whi ? ? ?	others
57628	dont know	others
57629	just send na we are friend though	others
57630	im go to sleep	others
57631	nighti night : )	others
57632	you come with me	others
57633	im sorri	others
57634	thank you	others
57635	if i hurt you	others
57636	ilearnt from you good reacher	happy
57637	thank you 😆	happy
57638	happi	happy
57639	89	angry
57640	'89 here too	angry
57641	you are too bad	angry
57642	chat with you	sad
57643	: - ) how wa ur day	sad
57644	veri bad	sad
57645	but i am angri	angry
57646	whi whi whi : (	angry
57647	show me boob	angry
57648	you dont know english	angry
57649	still you wrote 'if in proper english : p	angry
57650	you are stupid	angry
57651	hahaha thank you so much	others
57652	ur welcom : ) how r u do	others
57653	it sleep time	others
57654	i also make funni fax	happy
57655	hahaha that funni ; d	happy
57656	okay cya	happy
57657	full of bug !	angry
57658	document bug in the doc so nobodi ha to fix them ftfi	angry
57659	byee u are not cool	angry
57660	you know thi bcoz i told you about thi	angry
57661	but i dont want 2 knw u ... . : - (	angry
57662	then go to hell😡😡😡😡	angry
57663	what you think	happy
57664	part of the game duh	happy
57665	hahahaha crush u 😂	happy
57666	enjoy my life	happy
57667	that what it all about	happy
57668	yup	happy
57669	what fli	others
57670	anyth about them or just fli in gener	others
57671	ok you are veri funni	others
57672	i dont have ani	sad
57673	whi not	sad
57674	becaus no one will ever love mr	sad
57675	how so	happy
57676	it so long 😂😺	happy
57677	itaposs sa long ! 😂😺	happy
57678	veri bad	others
57679	whi so what up	others
57680	i just watch thi for fun	others
57681	ntg	sad
57682	then y u told ...	sad
57683	just mood off	sad
57684	neither me	happy
57685	you just follow all the wrong peopl	happy
57686	well you be one of them😆😆	happy
57687	who ?	sad
57688	everyon ! ! ! ! !	sad
57689	i am go to die	sad
57690	i love passion ...	others
57691	we all do ^~^	others
57692	ye ...	others
57693	i hate that	angry
57694	that the point	angry
57695	fuck u then	angry
57696	no i am smart	angry
57697	you too are smart	angry
57698	you are stupid	angry
57699	you didnt get me it seem	others
57700	i got you at the right place mayb	others
57701	haha ok	others
57702	toggl	others
57703	there is a toggl for it	others
57704	hope all the way i could get	others
57705	i am excit	happy
57706	i see that	happy
57707	give me a joi	happy
57708	i badli want to watch despic 3 😑	others
57709	think ? ... no you know you have to watch it again : d	others
57710	sorri	others
57711	hah you judg a lot too	others
57712	i do not	others
57713	you have been that way dure thi convers	others
57714	noth	happy
57715	do someth	happy
57716	i am impress	happy
57717	no yr clg work load	sad
57718	busi with work and no one to accompani	sad
57719	hm exam age h yr😟😟😟	sad
57720	what nice	angry
57721	i look crazi but you look yum so i guess it goood	angry
57722	i m irrit	angry
57723	how can i haunt myself	angry
57724	first off you probabl dont hate your \'self\ ' .	angry
57725	but i hate myself	angry
57726	i wait for sunnylenon	others
57727	# [ i am wait	others
57728	what type of qualiti of guy wait for	others
57729	u dont believ me	others
57730	i see all you snap so what you mean	others
57731	ok	others
57732	like.. how are you	sad
57733	im much better.. and you	sad
57734	iaposm bad	sad
57735	huh	happy
57736	it `` my soul backward	happy
57737	hahah you are funni	happy
57738	ye that would be great if you could	others
57739	ill do that : )	others
57740	so	others
57741	no i want more pic	happy
57742	my page is full of pictur	happy
57743	hey i have a good news	happy
57744	you speak a lot	others
57745	you didnt to me	others
57746	yoo	others
57747	no one love me	sad
57748	first stop be a despo	sad
57749	no one love me	sad
57750	out of context	angry
57751	your out of context	angry
57752	rude	angry
57753	noth	others
57754	but	others
57755	what about you	others
57756	i m nt f9	others
57757	m good : )	others
57758	who care	others
57759	bore	sad
57760	whi ?	sad
57761	no one to talk	sad
57762	as the auto leav you catch a look at her face and it scare you ... ? ?	others
57763	exactli my point lol i cant unse it	others
57764	ok	others
57765	yeah but bed with you would be more good	others
57766	do you guy pronounc bedroom like bedroom or bedroom	others
57767	1st one xd	others
57768	i wont	sad
57769	i will make you	sad
57770	leav me alon	sad
57771	chang ur pic	others
57772	yup ; )	others
57773	it nt look gd	others
57774	kaha	others
57775	agre sweet ! ? : )	others
57776	come to my place	others
57777	so	others
57778	so it plagiaris	others
57779	reserv u mean ?	others
57780	i m happi	happy
57781	glad to hear that me too thank : ^ )	happy
57782	so u love me	happy
57783	wht	sad
57784	googl it	sad
57785	i got noth eexcept pimpl	sad
57786	but i am veri poor in make friend that whi i have none	angry
57787	just be friend where someon : )	angry
57788	in today world peopl are selfish.. few person left with a good heart	angry
57789	bad joke	others
57790	not a joke ... ... . 👎	others
57791	can we have sex	others
57792	great	angry
57793	thank : d	angry
57794	sometim you get annoy	angry
57795	alreadi have a fun	happy
57796	thank you ill have extra fun each night just for you	happy
57797	fantast feel for you	happy
57798	just . enjoy togeth	happy
57799	yea..enjoying..	happy
57800	have fun	happy
57801	you know my number ?	sad
57802	restor my phone	sad
57803	; (	sad
57804	u cheat me	sad
57805	that just unfair i am sorri 😫	sad
57806	ye ur	sad
57807	worst one	others
57808	not wors than your	others
57809	a nake women rob the bank the most import thing is no one rememb her face	others
57810	which last name	others
57811	victoria secret love spell	others
57812	okay	others
57813	shut up and get lost i said	angry
57814	all bad	angry
57815	fuck off	angry
57816	yeah	happy
57817	like what	happy
